studyid,site,predictunits,predictvalue,genus,species,genus_2nd,spp_2nd,phenophase,pheno ,phenounits,phenovalue,phenovarunit
HMK018,admiralty,year,2002,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,308,sd
HMK018,admiralty,year,2002,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,318,sd
HMK018,shirreff,year,2002,Pygoscelis,antarcticus,NA,NA,clutch initiation date,start,doy,329,sd
HMK018,shirreff,year,2002,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,329,sd
HMK018,admiralty,year,2003,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,304,sd
HMK018,admiralty,year,2003,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,305,sd
HMK018,shirreff,year,2003,Pygoscelis,antarcticus,NA,NA,clutch initiation date,start,doy,326,sd
HMK018,shirreff,year,2003,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,330,sd
HMK018,admiralty,year,2004,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,302,sd
HMK018,admiralty,year,2004,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,305,sd
HMK018,shirreff,year,2004,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,327,sd
HMK018,shirreff,year,2004,Pygoscelis,antarcticus,NA,NA,clutch initiation date,start,doy,329,sd
HMK018,admiralty,year,2005,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,300,sd
HMK018,admiralty,year,2005,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,300,sd
HMK018,petermann,year,2005,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,319,sd
HMK018,shirreff,year,2005,Pygoscelis,antarcticus,NA,NA,clutch initiation date,start,doy,323,sd
HMK018,petermann,year,2005,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,327,sd
HMK018,admiralty,year,2006,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,301,sd
HMK018,admiralty,year,2006,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,304,sd
HMK018,shirreff,year,2006,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,308,sd
HMK018,petermann,year,2006,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,319,sd
HMK018,shirreff,year,2006,Pygoscelis,antarcticus,NA,NA,clutch initiation date,start,doy,321,sd
HMK018,petermann,year,2006,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,322,sd
HMK018,petermann,year,2007,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,318,sd
HMK018,petermann,year,2007,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,324,sd
HMK019,north,year,1969,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,164.36,NA
HMK019,south,year,1969,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,156.25,NA
HMK019,north,year,1970,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,155.398,NA
HMK019,south,year,1970,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,151.25,NA
HMK019,south,year,1971,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,135,NA
HMK019,north,year,1971,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,114.673,NA
HMK019,north,year,1972,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,140.054,NA
HMK019,south,year,1973,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,141.25,NA
HMK019,north,year,1973,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,133.671,NA
HMK019,north,year,1974,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,136.168,NA
HMK019,south,year,1974,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,133.75,NA
HMK019,north,year,1975,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,131.047,NA
HMK019,south,year,1976,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,135,NA
HMK019,north,year,1976,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,150.063,NA
HMK019,south,year,1977,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,130,NA
HMK019,north,year,1977,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,138.577,NA
HMK019,north,year,1978,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,147.44,NA
HMK019,south,year,1979,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,141.25,NA
HMK019,south,year,1980,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,121.25,NA
HMK019,north,year,1980,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,129.561,NA
HMK019,north,year,1981,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,132.068,NA
HMK019,north,year,1982,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,126.929,NA
HMK019,south,year,1982,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,120,NA
HMK019,south,year,1983,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,145,NA
HMK019,north,year,1983,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,153.581,NA
HMK019,north,year,1984,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,133.214,NA
HMK019,south,year,1984,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,110,NA
HMK019,north,year,1986,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,142.023,NA
HMK019,south,year,1986,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,145,NA
HMK019,north,year,1987,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,127.995,NA
HMK019,south,year,1987,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,131.25,NA
HMK019,south,year,1988,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,127.5,NA
HMK019,north,year,1988,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,131.764,NA
HMK019,north,year,1989,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,139.355,NA
HMK019,south,year,1989,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,172.5,NA
HMK019,south,year,1990,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,123.75,NA
HMK019,north,year,1990,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,122.775,NA
HMK019,south,year,1991,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,127.5,NA
HMK019,north,year,1991,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,125.282,NA
HMK019,south,year,1992,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,113.75,NA
HMK019,north,year,1992,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,129.051,NA
HMK019,south,year,1993,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,127.5,NA
HMK019,north,year,1993,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,120.107,NA
HMK019,south,year,1994,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,115,NA
HMK019,north,year,1994,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,135.309,NA
HMK019,north,year,1995,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,131.477,NA
HMK019,north,year,1996,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,136.517,NA
HMK019,south,year,1996,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,142.5,NA
HMK019,north,year,1997,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,117.395,NA
HMK019,south,year,1997,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,103.75,NA
HMK019,south,year,1998,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,136.25,NA
HMK019,north,year,1999,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,135.13,NA
HMK019,south,year,1999,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,131.25,NA
HMK019,north,year,2000,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,127.44,NA
HMK019,south,year,2000,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,115,NA
HMK019,south,year,2001,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,135,NA
HMK019,north,year,2001,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,129.937,NA
HMK019,south,year,2002,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,113.75,NA
HMK019,south,year,2003,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,102.5,NA
HMK019,north,year,2003,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,99.3375,NA
HMK019,south,year,2005,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,101.25,NA
HMK019,north,year,2005,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,114.512,NA
HMK019,south,year,2006,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,123.75,NA
HMK019,south,year,2008,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,111.25,NA
HMK019,north,year,2008,Daphnia,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,127.09,NA
HMK019,north,year,1969,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,147.39,NA
HMK019,south,year,1969,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,146.496,NA
HMK019,south,year,1970,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,143.881,NA
HMK019,north,year,1970,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,140.926,NA
HMK019,south,year,1971,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,139.977,NA
HMK019,south,year,1972,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,139.886,NA
HMK019,north,year,1972,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,147.245,NA
HMK019,south,year,1973,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,141.068,NA
HMK019,north,year,1973,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,143.353,NA
HMK019,north,year,1974,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,138.198,NA
HMK019,north,year,1975,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,143.281,NA
HMK019,south,year,1975,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,137.073,NA
HMK019,north,year,1976,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,143.253,NA
HMK019,south,year,1976,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,142.104,NA
HMK019,north,year,1977,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,148.327,NA
HMK019,south,year,1978,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,152.131,NA
HMK019,north,year,1978,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,139.307,NA
HMK019,north,year,1979,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,135.406,NA
HMK019,south,year,1979,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,150.715,NA
HMK019,north,year,1980,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,132.806,NA
HMK019,south,year,1980,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,132.844,NA
HMK019,south,year,1981,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,141.69,NA
HMK019,north,year,1981,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,141.735,NA
HMK019,south,year,1982,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.139,NA
HMK019,north,year,1982,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,132.715,NA
HMK019,south,year,1983,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,137.695,NA
HMK019,north,year,1983,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,136.525,NA
HMK019,north,year,1984,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,131.36,NA
HMK019,south,year,1984,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,128.67,NA
HMK019,south,year,1985,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,134.99,NA
HMK019,north,year,1985,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,140.289,NA
HMK019,north,year,1986,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,136.407,NA
HMK019,south,year,1986,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,142.51,NA
HMK019,south,year,1987,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.996,NA
HMK019,north,year,1987,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,127.378,NA
HMK019,south,year,1989,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,132.141,NA
HMK019,north,year,1989,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,133.715,NA
HMK019,south,year,1989,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,137.154,NA
HMK019,south,year,1990,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.726,NA
HMK019,north,year,1990,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,128.523,NA
HMK019,south,year,1991,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,134.485,NA
HMK019,north,year,1992,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,138.707,NA
HMK019,south,year,1992,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.207,NA
HMK019,south,year,1993,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,131.762,NA
HMK019,north,year,1993,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,123.268,NA
HMK019,south,year,1994,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,129.112,NA
HMK019,south,year,1995,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,126.497,NA
HMK019,north,year,1995,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.869,NA
HMK019,south,year,1996,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,140.409,NA
HMK019,north,year,1996,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,139.807,NA
HMK019,north,year,1997,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,128.232,NA
HMK019,south,year,1997,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.13,NA
HMK019,north,year,1998,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,128.187,NA
HMK019,north,year,1999,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,126.878,NA
HMK019,south,year,1999,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.883,NA
HMK019,north,year,2000,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.259,NA
HMK019,south,year,2000,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,128.589,NA
HMK019,north,year,2001,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,134.47,NA
HMK019,south,year,2001,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,136.145,NA
HMK019,north,year,2002,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.177,NA
HMK019,south,year,2002,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.612,NA
HMK019,south,year,2003,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.897,NA
HMK019,north,year,2004,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,118.985,NA
HMK019,north,year,2004,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.095,NA
HMK019,south,year,2005,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,128.21,NA
HMK019,north,year,2005,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,125.323,NA
HMK019,north,year,2006,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.415,NA
HMK019,south,year,2006,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.626,NA
HMK019,north,year,2007,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,120.131,NA
HMK019,north,year,2008,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,126.487,NA
HMK020,NA,year,2009,Quercus,robur,NA,NA,budburst,start,doy,99,NA
HMK020,NA,year,2009,Quercus,robur,NA,NA,budburst,peak,doy,106,NA
HMK020,NA,year,2009,Quercus,robur,NA,NA,budburst,end,doy,113,NA
HMK020,NA,year,2010,Quercus,robur,NA,NA,budburst,start,doy,95,NA
HMK020,NA,year,2010,Quercus,robur,NA,NA,budburst,peak,doy,110,NA
HMK020,NA,year,2010,Quercus,robur,NA,NA,budburst,end,doy,116,NA
HMK020,NA,year,2011,Quercus,robur,NA,NA,budburst,start,doy,85,NA
HMK020,NA,year,2011,Quercus,robur,NA,NA,budburst,peak,doy,93,NA
HMK020,NA,year,2011,Quercus,robur,NA,NA,budburst,end,doy,99,NA
HMK020,NA,year,2009,Thaumetopoea,processionea,NA,NA,egg hatch,peak,doy,96,NA
HMK020,NA,year,2010,Thaumetopoea,processionea,NA,NA,egg hatch,start,doy,89,NA
HMK020,NA,year,2010,Thaumetopoea,processionea,NA,NA,egg hatch,peak,doy,97,NA
HMK020,NA,year,2010,Thaumetopoea,processionea,NA,NA,egg hatch,end,doy,98,NA
HMK020,NA,year,2011,Thaumetopoea,processionea,NA,NA,egg hatch,start,doy,84,NA
HMK020,NA,year,2011,Thaumetopoea,processionea,NA,NA,egg hatch,peak,doy,88,NA
HMK020,NA,year,2011,Thaumetopoea,processionea,NA,NA,egg hatch,end,doy,91,NA
HMK021,NA,year,1998,Dasineura,mali,NA,NA,egg infestation,peak,doy,356,NA
HMK021,NA,year,1999,Dasineura,mali,NA,NA,egg infestation,peak,doy,347,NA
HMK021,NA,year,1998,Platygaster,demades,NA,NA,number of adults,peak,doy,346,NA
HMK021,NA,year,1999,Platygaster,demades,NA,NA,number of adults,peak,doy,339,NA
HMK023,tomakomai,year,1999,Bombus,spp.,NA,NA,first detection date,start,doy,114,NA
HMK023,nopporo,year,1999,Bombus,spp.,NA,NA,first detection date,start,doy,117,NA
HMK023,tomakomai,year,2000,Bombus,spp.,NA,NA,first detection date,start,doy,120,NA
HMK023,nopporo,year,2000,Bombus,spp.,NA,NA,first detection date,start,doy,122,NA
HMK023,nopporo,year,2001,Bombus,spp.,NA,NA,first detection date,start,doy,115,NA
HMK023,tomakomai,year,2001,Bombus,spp.,NA,NA,first detection date,start,doy,117,NA
HMK023,tomakomai,year,2002,Bombus,spp.,NA,NA,first detection date,start,doy,107,NA
HMK023,nopporo,year,2002,Bombus,spp.,NA,NA,first detection date,start,doy,111,NA
HMK023,jozankei,year,2002,Bombus,spp.,NA,NA,first detection date,start,doy,115,NA
HMK023,nopporo,year,2003,Bombus,spp.,NA,NA,first detection date,start,doy,115,NA
HMK023,tomakomai,year,2003,Bombus,spp.,NA,NA,first detection date,start,doy,115,NA
HMK023,jozankei,year,2003,Bombus,spp.,NA,NA,first detection date,start,doy,123,NA
HMK023,nopporo,year,2004,Bombus,spp.,NA,NA,first detection date,start,doy,116,NA
HMK023,tomakomai,year,2004,Bombus,spp.,NA,NA,first detection date,start,doy,NA,NA
HMK023,nopporo,year,2005,Bombus,spp.,NA,NA,first detection date,start,doy,119,NA
HMK023,tomakomai,year,2005,Bombus,spp.,NA,NA,first detection date,start,doy,123,NA
HMK023,nopporo,year,2006,Bombus,spp.,NA,NA,first detection date,start,doy,117,NA
HMK023,tomakomai,year,2006,Bombus,spp.,NA,NA,first detection date,start,doy,124,NA
HMK023,tomakomai,year,2007,Bombus,spp.,NA,NA,first detection date,start,doy,114,NA
HMK023,nopporo,year,2007,Bombus,spp.,NA,NA,first detection date,start,doy,115,NA
HMK023,jozankei,year,2007,Bombus,spp.,NA,NA,first detection date,start,doy,125,NA
HMK023,tomakomai,year,2008,Bombus,spp.,NA,NA,first detection date,start,doy,111,NA
HMK023,nopporo,year,2008,Bombus,spp.,NA,NA,first detection date,start,doy,114,NA
HMK023,jozankei,year,2008,Bombus,spp.,NA,NA,first detection date,start,doy,116,NA
HMK023,nopporo,year,2009,Bombus,spp.,NA,NA,first detection date,start,doy,112,NA
HMK023,jozankei,year,2009,Bombus,spp.,NA,NA,first detection date,start,doy,121,NA
HMK023,nopporo,year,2010,Bombus,spp.,NA,NA,first detection date,start,doy,116,NA
HMK023,nopporo,year,2011,Bombus,spp.,NA,NA,first detection date,start,doy,121,NA
HMK023,jozankei,year,2011,Bombus,spp.,NA,NA,first detection date,start,doy,128,NA
HMK023,nopporo,year,2012,Bombus,spp.,NA,NA,first detection date,start,doy,118,NA
HMK023,jozankei,year,2012,Bombus,spp.,NA,NA,first detection date,start,doy,128,NA
HMK023,tomakomai,year,1999,Corydalis,ambigua,NA,NA,onset flowering,start,doy,111,NA
HMK023,nopporo,year,1999,Corydalis,ambigua,NA,NA,onset flowering,start,doy,113,NA
HMK023,jozankei,year,1999,Corydalis,ambigua,NA,NA,onset flowering,start,doy,130,NA
HMK023,tomakomai,year,2000,Corydalis,ambigua,NA,NA,onset flowering,start,doy,115,NA
HMK023,nopporo,year,2000,Corydalis,ambigua,NA,NA,onset flowering,start,doy,121,NA
HMK023,jozankei,year,2000,Corydalis,ambigua,NA,NA,onset flowering,start,doy,132,NA
HMK023,nopporo,year,2001,Corydalis,ambigua,NA,NA,onset flowering,start,doy,114,NA
HMK023,tomakomai,year,2001,Corydalis,ambigua,NA,NA,onset flowering,start,doy,116,NA
HMK023,jozankei,year,2001,Corydalis,ambigua,NA,NA,onset flowering,start,doy,130,NA
HMK023,tomakomai,year,2002,Corydalis,ambigua,NA,NA,onset flowering,start,doy,100,NA
HMK023,nopporo,year,2002,Corydalis,ambigua,NA,NA,onset flowering,start,doy,104,NA
HMK023,jozankei,year,2002,Corydalis,ambigua,NA,NA,onset flowering,start,doy,110,NA
HMK023,nopporo,year,2003,Corydalis,ambigua,NA,NA,onset flowering,start,doy,108,NA
HMK023,tomakomai,year,2003,Corydalis,ambigua,NA,NA,onset flowering,start,doy,111,NA
HMK023,jozankei,year,2003,Corydalis,ambigua,NA,NA,onset flowering,start,doy,121,NA
HMK023,nopporo,year,2004,Corydalis,ambigua,NA,NA,onset flowering,start,doy,111,NA
HMK023,tomakomai,year,2004,Corydalis,ambigua,NA,NA,onset flowering,start,doy,111,NA
HMK023,jozankei,year,2004,Corydalis,ambigua,NA,NA,onset flowering,start,doy,126,NA
HMK023,nopporo,year,2005,Corydalis,ambigua,NA,NA,onset flowering,start,doy,116,NA
HMK023,tomakomai,year,2005,Corydalis,ambigua,NA,NA,onset flowering,start,doy,118,NA
HMK023,jozankei,year,2005,Corydalis,ambigua,NA,NA,onset flowering,start,doy,130,NA
HMK023,nopporo,year,2006,Corydalis,ambigua,NA,NA,onset flowering,start,doy,116,NA
HMK023,tomakomai,year,2006,Corydalis,ambigua,NA,NA,onset flowering,start,doy,117,NA
HMK023,jozankei,year,2006,Corydalis,ambigua,NA,NA,onset flowering,start,doy,130,NA
HMK023,nopporo,year,2007,Corydalis,ambigua,NA,NA,onset flowering,start,doy,113,NA
HMK023,tomakomai,year,2007,Corydalis,ambigua,NA,NA,onset flowering,start,doy,115,NA
HMK023,jozankei,year,2007,Corydalis,ambigua,NA,NA,onset flowering,start,doy,132,NA
HMK023,nopporo,year,2008,Corydalis,ambigua,NA,NA,onset flowering,start,doy,107,NA
HMK023,tomakomai,year,2008,Corydalis,ambigua,NA,NA,onset flowering,start,doy,109,NA
HMK023,jozankei,year,2008,Corydalis,ambigua,NA,NA,onset flowering,start,doy,111,NA
HMK023,nopporo,year,2009,Corydalis,ambigua,NA,NA,onset flowering,start,doy,105,NA
HMK023,jozankei,year,2009,Corydalis,ambigua,NA,NA,onset flowering,start,doy,129,NA
HMK023,nopporo,year,2010,Corydalis,ambigua,NA,NA,onset flowering,start,doy,117,NA
HMK023,jozankei,year,2010,Corydalis,ambigua,NA,NA,onset flowering,start,doy,133,NA
HMK023,nopporo,year,2011,Corydalis,ambigua,NA,NA,onset flowering,start,doy,120,NA
HMK023,jozankei,year,2011,Corydalis,ambigua,NA,NA,onset flowering,start,doy,129,NA
HMK023,nopporo,year,2012,Corydalis,ambigua,NA,NA,onset flowering,start,doy,118,NA
HMK023,jozankei,year,2012,Corydalis,ambigua,NA,NA,onset flowering,start,doy,126,NA
KJB003,NA,year,2002,Curculio,elephas,NA,NA,oviposition,start,doy,286,NA
KJB003,NA,year,2003,Curculio,elephas,NA,NA,oviposition,start,doy,256,NA
KJB003,NA,year,2004,Curculio,elephas,NA,NA,oviposition,start,doy,265,NA
KJB003,NA,year,2002,Quercus,ilex,NA,NA,acorndevelopment_2cm,start,doy,246,NA
KJB003,NA,year,2002,Quercus,ilex,NA,NA,acorndevelopment_4cm,end,doy,295,NA
KJB003,NA,year,2002,Quercus,ilex,NA,NA,acorndevelopment_4cm,end,doy,295,NA
KJB003,NA,year,2002,Quercus,ilex,NA,NA,acorndevelopment_4cm,end,doy,317,NA
KJB003,NA,year,2003,Quercus,ilex,NA,NA,acorndevelopment_2cm,start,doy,228,NA
KJB003,NA,year,2004,Quercus,ilex,NA,NA,acorndevelopment_2cm,start,doy,242,NA
SET005,NA,year,1983,Alca,torda,NA,NA,mid chick rearing,peak,doy,176.5561,NA
SET005,NA,year,1984,Alca,torda,NA,NA,mid chick rearing,peak,doy,175.8386,NA
SET005,NA,year,1985,Alca,torda,NA,NA,mid chick rearing,peak,doy,173.5366,NA
SET005,NA,year,1986,Alca,torda,NA,NA,mid chick rearing,peak,doy,178.1077,NA
SET005,NA,year,1987,Alca,torda,NA,NA,mid chick rearing,peak,doy,173.6529,NA
SET005,NA,year,1988,Alca,torda,NA,NA,mid chick rearing,peak,doy,172.4872,NA
SET005,NA,year,1989,Alca,torda,NA,NA,mid chick rearing,peak,doy,169.0077,NA
SET005,NA,year,1990,Alca,torda,NA,NA,mid chick rearing,peak,doy,173.5089,NA
SET005,NA,year,1991,Alca,torda,NA,NA,mid chick rearing,peak,doy,172.0553,NA
