"","studyid","species","year","phenovalue","slope","intid","int_type","spp"
"2136","HMK006","Platysoma cylindrica",1997,154,15.0000000000023,66,"predation","spp2"
"2137","HMK006","Platysoma cylindrica",1996,139,15.0000000000023,36,"predation","spp2"
"2138","HMK006","Platysoma cylindrica",1997,154,15.0000000000023,36,"predation","spp2"
"2139","HMK006","Cucujus clavipes",1996,103,61.0000000000093,40,"predation","spp2"
"2140","HMK006","Cucujus clavipes",1997,164,61.0000000000093,40,"predation","spp2"
"2141","HMK006","Cucujus clavipes",1996,103,61.0000000000093,33,"predation","spp2"
"2142","HMK006","Cucujus clavipes",1997,164,61.0000000000093,33,"predation","spp2"
"2143","HMK006","Cucujus clavipes",1996,103,61.0000000000093,62,"predation","spp2"
"2144","HMK006","Cucujus clavipes",1997,164,61.0000000000093,62,"predation","spp2"
"2145","HMK006","Cucujus clavipes",1996,103,61.0000000000093,35,"predation","spp2"
"2146","HMK006","Cucujus clavipes",1997,164,61.0000000000093,35,"predation","spp2"
"2147","HMK006","Cucujus clavipes",1996,103,61.0000000000093,50,"predation","spp2"
"2148","HMK006","Cucujus clavipes",1997,164,61.0000000000093,50,"predation","spp2"
"2149","HMK006","Cucujus clavipes",1996,103,61.0000000000093,53,"predation","spp2"
"2150","HMK006","Cucujus clavipes",1997,164,61.0000000000093,53,"predation","spp2"
"2151","HMK006","Cucujus clavipes",1996,103,61.0000000000093,64,"predation","spp2"
"2152","HMK006","Cucujus clavipes",1997,164,61.0000000000093,64,"predation","spp2"
"2153","HMK006","Cucujus clavipes",1996,103,61.0000000000093,27,"predation","spp2"
"2154","HMK006","Cucujus clavipes",1997,164,61.0000000000093,27,"predation","spp2"
"2155","HMK006","Cucujus clavipes",1996,103,61.0000000000093,75,"predation","spp2"
"2156","HMK006","Cucujus clavipes",1997,164,61.0000000000093,75,"predation","spp2"
"2157","HMK006","Cucujus clavipes",1996,103,61.0000000000093,78,"predation","spp2"
"2158","HMK006","Cucujus clavipes",1997,164,61.0000000000093,78,"predation","spp2"
"2159","HMK006","Cucujus clavipes",1996,103,61.0000000000093,83,"predation","spp2"
"2160","HMK006","Cucujus clavipes",1997,164,61.0000000000093,83,"predation","spp2"
"2161","HMK006","Dryocetes autographus",1996,140,16.0000000000025,88,"competition","spp2"
"2162","HMK006","Dryocetes autographus",1997,156,16.0000000000025,88,"competition","spp2"
"2163","HMK006","Monochamus spp.",1996,186.5,-10.0000000000015,94,"competition","spp2"
"2164","HMK006","Monochamus spp.",1997,176.5,-10.0000000000015,94,"competition","spp2"
"2165","HMK006","Monochamus spp.",1996,186.5,-10.0000000000015,111,"competition","spp2"
"2166","HMK006","Monochamus spp.",1997,176.5,-10.0000000000015,111,"competition","spp2"
"2167","HMK006","Monochamus spp.",1996,186.5,-10.0000000000015,103,"competition","spp2"
"2168","HMK006","Monochamus spp.",1997,176.5,-10.0000000000015,103,"competition","spp2"
"2169","HMK006","Monochamus spp.",1996,186.5,-10.0000000000015,124,"competition","spp2"
"2170","HMK006","Monochamus spp.",1997,176.5,-10.0000000000015,124,"competition","spp2"
"2171","HMK006","Monochamus spp.",1996,186.5,-10.0000000000015,118,"competition","spp2"
"2172","HMK006","Monochamus spp.",1997,176.5,-10.0000000000015,118,"competition","spp2"
"2173","HMK006","Monochamus spp.",1996,186.5,-10.0000000000015,133,"competition","spp2"
"2174","HMK006","Monochamus spp.",1997,176.5,-10.0000000000015,133,"competition","spp2"
"2175","HMK006","Monochamus spp.",1996,186.5,-10.0000000000015,129,"competition","spp2"
"2176","HMK006","Monochamus spp.",1997,176.5,-10.0000000000015,129,"competition","spp2"
"2177","HMK006","Orthotomicus caelatus",1996,139,15.0000000000023,95,"competition","spp2"
"2178","HMK006","Orthotomicus caelatus",1997,154,15.0000000000023,95,"competition","spp2"
"2179","HMK006","Orthotomicus caelatus",1996,139,15.0000000000023,112,"competition","spp2"
"2180","HMK006","Orthotomicus caelatus",1997,154,15.0000000000023,112,"competition","spp2"
"2181","HMK006","Orthotomicus caelatus",1996,139,15.0000000000023,119,"competition","spp2"
"2182","HMK006","Orthotomicus caelatus",1997,154,15.0000000000023,119,"competition","spp2"
"2183","HMK006","Orthotomicus caelatus",1996,139,15.0000000000023,134,"competition","spp2"
"2184","HMK006","Orthotomicus caelatus",1997,154,15.0000000000023,134,"competition","spp2"
"2185","HMK006","Orthotomicus caelatus",1996,139,15.0000000000023,137,"competition","spp2"
"2186","HMK006","Orthotomicus caelatus",1997,154,15.0000000000023,137,"competition","spp2"
"2187","HMK006","Orthotomicus caelatus",1996,139,15.0000000000023,104,"competition","spp2"
"2188","HMK006","Orthotomicus caelatus",1997,154,15.0000000000023,104,"competition","spp2"
"2189","HMK006","Orthotomicus caelatus",1996,139,15.0000000000023,125,"competition","spp2"
"2190","HMK006","Orthotomicus caelatus",1997,154,15.0000000000023,125,"competition","spp2"
"2191","HMK006","Orthotomicus caelatus",1996,139,15.0000000000023,130,"competition","spp2"
"2192","HMK006","Orthotomicus caelatus",1997,154,15.0000000000023,130,"competition","spp2"
"2193","HMK006","Pissodes approximatus",1996,118.5,-24.5000000000038,96,"competition","spp2"
"2194","HMK006","Pissodes approximatus",1997,94,-24.5000000000038,96,"competition","spp2"
"2195","HMK006","Pissodes approximatus",1996,118.5,-24.5000000000038,113,"competition","spp2"
"2196","HMK006","Pissodes approximatus",1997,94,-24.5000000000038,113,"competition","spp2"
"2197","HMK006","Pissodes approximatus",1996,118.5,-24.5000000000038,120,"competition","spp2"
"2198","HMK006","Pissodes approximatus",1997,94,-24.5000000000038,120,"competition","spp2"
"2199","HMK006","Pissodes approximatus",1996,118.5,-24.5000000000038,126,"competition","spp2"
"2200","HMK006","Pissodes approximatus",1997,94,-24.5000000000038,126,"competition","spp2"
"2201","HMK006","Pissodes approximatus",1996,118.5,-24.5000000000038,135,"competition","spp2"
"2202","HMK006","Pissodes approximatus",1997,94,-24.5000000000038,135,"competition","spp2"
"2203","HMK006","Pissodes approximatus",1996,118.5,-24.5000000000038,138,"competition","spp2"
"2204","HMK006","Pissodes approximatus",1997,94,-24.5000000000038,138,"competition","spp2"
"2205","HMK006","Pissodes approximatus",1996,118.5,-24.5000000000038,140,"competition","spp2"
"2206","HMK006","Pissodes approximatus",1997,94,-24.5000000000038,140,"competition","spp2"
"2207","HMK006","Pissodes approximatus",1996,118.5,-24.5000000000038,105,"competition","spp2"
"2208","HMK006","Pissodes approximatus",1997,94,-24.5000000000038,105,"competition","spp2"
"2209","HMK006","Pissodes approximatus",1996,118.5,-24.5000000000038,131,"competition","spp2"
"2210","HMK006","Pissodes approximatus",1997,94,-24.5000000000038,131,"competition","spp2"
"2211","HMK006","Tomicus piniperda",1996,88.5,-8.00000000000123,97,"competition","spp2"
"2212","HMK006","Tomicus piniperda",1997,80.5,-8.00000000000123,97,"competition","spp2"
"2213","HMK006","Tomicus piniperda",1996,88.5,-8.00000000000123,114,"competition","spp2"
"2214","HMK006","Tomicus piniperda",1997,80.5,-8.00000000000123,114,"competition","spp2"
"2215","HMK006","Tomicus piniperda",1996,88.5,-8.00000000000123,127,"competition","spp2"
"2216","HMK006","Tomicus piniperda",1997,80.5,-8.00000000000123,127,"competition","spp2"
"2217","HMK006","Tomicus piniperda",1996,88.5,-8.00000000000123,136,"competition","spp2"
"2218","HMK006","Tomicus piniperda",1997,80.5,-8.00000000000123,136,"competition","spp2"
"2219","HMK006","Tomicus piniperda",1996,88.5,-8.00000000000123,139,"competition","spp2"
"2220","HMK006","Tomicus piniperda",1997,80.5,-8.00000000000123,139,"competition","spp2"
"2221","HMK006","Tomicus piniperda",1996,88.5,-8.00000000000123,141,"competition","spp2"
"2222","HMK006","Tomicus piniperda",1997,80.5,-8.00000000000123,141,"competition","spp2"
"2223","HMK006","Tomicus piniperda",1996,88.5,-8.00000000000123,142,"competition","spp2"
"2224","HMK006","Tomicus piniperda",1997,80.5,-8.00000000000123,142,"competition","spp2"
"2225","HMK006","Tomicus piniperda",1996,88.5,-8.00000000000123,106,"competition","spp2"
"2226","HMK006","Tomicus piniperda",1997,80.5,-8.00000000000123,106,"competition","spp2"
"2227","HMK006","Tomicus piniperda",1996,88.5,-8.00000000000123,132,"competition","spp2"
"2228","HMK006","Tomicus piniperda",1997,80.5,-8.00000000000123,132,"competition","spp2"
"2229","HMK006","Tomicus piniperda",1996,88.5,-8.00000000000123,121,"competition","spp2"
"2230","HMK006","Tomicus piniperda",1997,80.5,-8.00000000000123,121,"competition","spp2"
"2231","HMK006","Gnathotrichus materiarius",1996,132,11.0000000000017,98,"competition","spp2"
"2232","HMK006","Gnathotrichus materiarius",1997,143,11.0000000000017,98,"competition","spp2"
"2233","HMK006","Gnathotrichus materiarius",1996,132,11.0000000000017,89,"competition","spp2"
"2234","HMK006","Gnathotrichus materiarius",1997,143,11.0000000000017,89,"competition","spp2"
"2235","HMK006","Hylastes porculus",1996,141,14.5000000000022,99,"competition","spp2"
"2236","HMK006","Hylastes porculus",1997,155.5,14.5000000000022,99,"competition","spp2"
"2237","HMK006","Hylastes porculus",1996,141,14.5000000000022,90,"competition","spp2"
"2238","HMK006","Hylastes porculus",1997,155.5,14.5000000000022,90,"competition","spp2"
"2239","HMK006","Hylastes porculus",1996,141,14.5000000000022,107,"competition","spp2"
"2240","HMK006","Hylastes porculus",1997,155.5,14.5000000000022,107,"competition","spp2"
"2241","HMK006","Hylurgops rugipennis pinifex",1996,139,-12.0000000000018,100,"competition","spp2"
"2242","HMK006","Hylurgops rugipennis pinifex",1997,127,-12.0000000000018,100,"competition","spp2"
"2243","HMK006","Hylurgops rugipennis pinifex",1996,139,-12.0000000000018,91,"competition","spp2"
"2244","HMK006","Hylurgops rugipennis pinifex",1997,127,-12.0000000000018,91,"competition","spp2"
"2245","HMK006","Hylurgops rugipennis pinifex",1996,139,-12.0000000000018,108,"competition","spp2"
"2246","HMK006","Hylurgops rugipennis pinifex",1997,127,-12.0000000000018,108,"competition","spp2"
"2247","HMK006","Hylurgops rugipennis pinifex",1996,139,-12.0000000000018,115,"competition","spp2"
"2248","HMK006","Hylurgops rugipennis pinifex",1997,127,-12.0000000000018,115,"competition","spp2"
"2249","HMK006","Ips grandicollis",1996,139,10.0000000000016,101,"competition","spp2"
"2250","HMK006","Ips grandicollis",1997,149,10.0000000000016,101,"competition","spp2"
"2251","HMK006","Ips grandicollis",1996,139,10.0000000000016,109,"competition","spp2"
"2252","HMK006","Ips grandicollis",1997,149,10.0000000000016,109,"competition","spp2"
"2253","HMK006","Ips grandicollis",1996,139,10.0000000000016,92,"competition","spp2"
"2254","HMK006","Ips grandicollis",1997,149,10.0000000000016,92,"competition","spp2"
"2255","HMK006","Ips grandicollis",1996,139,10.0000000000016,122,"competition","spp2"
"2256","HMK006","Ips grandicollis",1997,149,10.0000000000016,122,"competition","spp2"
"2257","HMK006","Ips grandicollis",1996,139,10.0000000000016,116,"competition","spp2"
"2258","HMK006","Ips grandicollis",1997,149,10.0000000000016,116,"competition","spp2"
"2259","HMK006","Ips pini",1996,134,-7.00000000000105,102,"competition","spp2"
"2260","HMK006","Ips pini",1997,127,-7.00000000000105,102,"competition","spp2"
"2261","HMK006","Ips pini",1996,134,-7.00000000000105,110,"competition","spp2"
"2262","HMK006","Ips pini",1997,127,-7.00000000000105,110,"competition","spp2"
"2263","HMK006","Ips pini",1996,134,-7.00000000000105,128,"competition","spp2"
"2264","HMK006","Ips pini",1997,127,-7.00000000000105,128,"competition","spp2"
"2265","HMK006","Ips pini",1996,134,-7.00000000000105,93,"competition","spp2"
"2266","HMK006","Ips pini",1997,127,-7.00000000000105,93,"competition","spp2"
"2267","HMK006","Ips pini",1996,134,-7.00000000000105,123,"competition","spp2"
"2268","HMK006","Ips pini",1997,127,-7.00000000000105,123,"competition","spp2"
"2269","HMK006","Ips pini",1996,134,-7.00000000000105,117,"competition","spp2"
"2270","HMK006","Ips pini",1997,127,-7.00000000000105,117,"competition","spp2"
"2271","HMK007","Saxifraga tricuspidata",1983,151,0.785714285714413,143,"competition","spp2"
"2272","HMK007","Saxifraga tricuspidata",1985,154,0.785714285714413,143,"competition","spp2"
"2273","HMK007","Saxifraga tricuspidata",1986,153,0.785714285714413,143,"competition","spp2"
"2274","HMK008","Selasphorus platycercus",1975,135.0237,-0.283470133730404,145,"poll","spp2"
"2275","HMK008","Selasphorus platycercus",1976,138.4943,-0.283470133730404,145,"poll","spp2"
"2276","HMK008","Selasphorus platycercus",1978,133.9942,-0.283470133730404,145,"poll","spp2"
"2277","HMK008","Selasphorus platycercus",1979,136.4563,-0.283470133730404,145,"poll","spp2"
"2278","HMK008","Selasphorus platycercus",1980,138.321,-0.283470133730404,145,"poll","spp2"
"2279","HMK008","Selasphorus platycercus",1981,133.4288,-0.283470133730404,145,"poll","spp2"
"2280","HMK008","Selasphorus platycercus",1982,135.0248,-0.283470133730404,145,"poll","spp2"
"2281","HMK008","Selasphorus platycercus",1983,147.6623,-0.283470133730404,145,"poll","spp2"
"2282","HMK008","Selasphorus platycercus",1984,105.56655,-0.283470133730404,145,"poll","spp2"
"2283","HMK008","Selasphorus platycercus",1985,111.87816,-0.283470133730404,145,"poll","spp2"
"2284","HMK008","Selasphorus platycercus",1986,117.4038,-0.283470133730404,145,"poll","spp2"
"2285","HMK008","Selasphorus platycercus",1987,104.1018,-0.283470133730404,145,"poll","spp2"
"2286","HMK008","Selasphorus platycercus",1988,137.2863,-0.283470133730404,145,"poll","spp2"
"2287","HMK008","Selasphorus platycercus",1989,124.44905,-0.283470133730404,145,"poll","spp2"
"2288","HMK008","Selasphorus platycercus",1990,99.39233,-0.283470133730404,145,"poll","spp2"
"2289","HMK008","Selasphorus platycercus",1991,118.3513,-0.283470133730404,145,"poll","spp2"
"2290","HMK008","Selasphorus platycercus",1992,117.2051,-0.283470133730404,145,"poll","spp2"
"2291","HMK008","Selasphorus platycercus",1993,125.48115,-0.283470133730404,145,"poll","spp2"
"2292","HMK008","Selasphorus platycercus",1994,120.24725,-0.283470133730404,145,"poll","spp2"
"2293","HMK008","Selasphorus platycercus",1995,122.9208,-0.283470133730404,145,"poll","spp2"
"2294","HMK008","Selasphorus platycercus",1996,139.1117,-0.283470133730404,145,"poll","spp2"
"2295","HMK008","Selasphorus platycercus",1997,114.09895,-0.283470133730404,145,"poll","spp2"
"2296","HMK008","Selasphorus platycercus",1998,134.0889,-0.283470133730404,145,"poll","spp2"
"2297","HMK008","Selasphorus platycercus",1999,134.1332,-0.283470133730404,145,"poll","spp2"
"2298","HMK008","Selasphorus platycercus",2000,116.26345,-0.283470133730404,145,"poll","spp2"
"2299","HMK008","Selasphorus platycercus",2001,95.23505,-0.283470133730404,145,"poll","spp2"
"2300","HMK008","Selasphorus platycercus",2002,125.7198,-0.283470133730404,145,"poll","spp2"
"2301","HMK008","Selasphorus platycercus",2003,126.27915,-0.283470133730404,145,"poll","spp2"
"2302","HMK008","Selasphorus platycercus",2004,124.6918,-0.283470133730404,145,"poll","spp2"
"2303","HMK008","Selasphorus platycercus",2005,129.1695,-0.283470133730404,145,"poll","spp2"
"2304","HMK008","Selasphorus platycercus",2006,136.8343,-0.283470133730404,145,"poll","spp2"
"2305","HMK008","Selasphorus platycercus",2007,111.7822,-0.283470133730404,145,"poll","spp2"
"2306","HMK008","Selasphorus platycercus",2008,122.6224,-0.283470133730404,145,"poll","spp2"
"2307","HMK008","Selasphorus platycercus",2009,107.19982,-0.283470133730404,145,"poll","spp2"
"2308","HMK008","Selasphorus platycercus",2010,119.7149,-0.283470133730404,145,"poll","spp2"
"2309","HMK008","Selasphorus platycercus",2011,140.2216,-0.283470133730404,145,"poll","spp2"
"2310","HMK008","Selasphorus platycercus",1975,135.0237,-0.283470133730404,146,"poll","spp2"
"2311","HMK008","Selasphorus platycercus",1976,138.4943,-0.283470133730404,146,"poll","spp2"
"2312","HMK008","Selasphorus platycercus",1978,133.9942,-0.283470133730404,146,"poll","spp2"
"2313","HMK008","Selasphorus platycercus",1979,136.4563,-0.283470133730404,146,"poll","spp2"
"2314","HMK008","Selasphorus platycercus",1980,138.321,-0.283470133730404,146,"poll","spp2"
"2315","HMK008","Selasphorus platycercus",1981,133.4288,-0.283470133730404,146,"poll","spp2"
"2316","HMK008","Selasphorus platycercus",1982,135.0248,-0.283470133730404,146,"poll","spp2"
"2317","HMK008","Selasphorus platycercus",1983,147.6623,-0.283470133730404,146,"poll","spp2"
"2318","HMK008","Selasphorus platycercus",1984,105.56655,-0.283470133730404,146,"poll","spp2"
"2319","HMK008","Selasphorus platycercus",1985,111.87816,-0.283470133730404,146,"poll","spp2"
"2320","HMK008","Selasphorus platycercus",1986,117.4038,-0.283470133730404,146,"poll","spp2"
"2321","HMK008","Selasphorus platycercus",1987,104.1018,-0.283470133730404,146,"poll","spp2"
"2322","HMK008","Selasphorus platycercus",1988,137.2863,-0.283470133730404,146,"poll","spp2"
"2323","HMK008","Selasphorus platycercus",1989,124.44905,-0.283470133730404,146,"poll","spp2"
"2324","HMK008","Selasphorus platycercus",1990,99.39233,-0.283470133730404,146,"poll","spp2"
"2325","HMK008","Selasphorus platycercus",1991,118.3513,-0.283470133730404,146,"poll","spp2"
"2326","HMK008","Selasphorus platycercus",1992,117.2051,-0.283470133730404,146,"poll","spp2"
"2327","HMK008","Selasphorus platycercus",1993,125.48115,-0.283470133730404,146,"poll","spp2"
"2328","HMK008","Selasphorus platycercus",1994,120.24725,-0.283470133730404,146,"poll","spp2"
"2329","HMK008","Selasphorus platycercus",1995,122.9208,-0.283470133730404,146,"poll","spp2"
"2330","HMK008","Selasphorus platycercus",1996,139.1117,-0.283470133730404,146,"poll","spp2"
"2331","HMK008","Selasphorus platycercus",1997,114.09895,-0.283470133730404,146,"poll","spp2"
"2332","HMK008","Selasphorus platycercus",1998,134.0889,-0.283470133730404,146,"poll","spp2"
"2333","HMK008","Selasphorus platycercus",1999,134.1332,-0.283470133730404,146,"poll","spp2"
"2334","HMK008","Selasphorus platycercus",2000,116.26345,-0.283470133730404,146,"poll","spp2"
"2335","HMK008","Selasphorus platycercus",2001,95.23505,-0.283470133730404,146,"poll","spp2"
"2336","HMK008","Selasphorus platycercus",2002,125.7198,-0.283470133730404,146,"poll","spp2"
"2337","HMK008","Selasphorus platycercus",2003,126.27915,-0.283470133730404,146,"poll","spp2"
"2338","HMK008","Selasphorus platycercus",2004,124.6918,-0.283470133730404,146,"poll","spp2"
"2339","HMK008","Selasphorus platycercus",2005,129.1695,-0.283470133730404,146,"poll","spp2"
"2340","HMK008","Selasphorus platycercus",2006,136.8343,-0.283470133730404,146,"poll","spp2"
"2341","HMK008","Selasphorus platycercus",2007,111.7822,-0.283470133730404,146,"poll","spp2"
"2342","HMK008","Selasphorus platycercus",2008,122.6224,-0.283470133730404,146,"poll","spp2"
"2343","HMK008","Selasphorus platycercus",2009,107.19982,-0.283470133730404,146,"poll","spp2"
"2344","HMK008","Selasphorus platycercus",2010,119.7149,-0.283470133730404,146,"poll","spp2"
"2345","HMK008","Selasphorus platycercus",2011,140.2216,-0.283470133730404,146,"poll","spp2"
"2346","HMK008","Selasphorus platycercus",1975,135.0237,-0.283470133730404,144,"poll","spp2"
"2347","HMK008","Selasphorus platycercus",1976,138.4943,-0.283470133730404,144,"poll","spp2"
"2348","HMK008","Selasphorus platycercus",1978,133.9942,-0.283470133730404,144,"poll","spp2"
"2349","HMK008","Selasphorus platycercus",1979,136.4563,-0.283470133730404,144,"poll","spp2"
"2350","HMK008","Selasphorus platycercus",1980,138.321,-0.283470133730404,144,"poll","spp2"
"2351","HMK008","Selasphorus platycercus",1981,133.4288,-0.283470133730404,144,"poll","spp2"
"2352","HMK008","Selasphorus platycercus",1982,135.0248,-0.283470133730404,144,"poll","spp2"
"2353","HMK008","Selasphorus platycercus",1983,147.6623,-0.283470133730404,144,"poll","spp2"
"2354","HMK008","Selasphorus platycercus",1984,105.56655,-0.283470133730404,144,"poll","spp2"
"2355","HMK008","Selasphorus platycercus",1985,111.87816,-0.283470133730404,144,"poll","spp2"
"2356","HMK008","Selasphorus platycercus",1986,117.4038,-0.283470133730404,144,"poll","spp2"
"2357","HMK008","Selasphorus platycercus",1987,104.1018,-0.283470133730404,144,"poll","spp2"
"2358","HMK008","Selasphorus platycercus",1988,137.2863,-0.283470133730404,144,"poll","spp2"
"2359","HMK008","Selasphorus platycercus",1989,124.44905,-0.283470133730404,144,"poll","spp2"
"2360","HMK008","Selasphorus platycercus",1990,99.39233,-0.283470133730404,144,"poll","spp2"
"2361","HMK008","Selasphorus platycercus",1991,118.3513,-0.283470133730404,144,"poll","spp2"
"2362","HMK008","Selasphorus platycercus",1992,117.2051,-0.283470133730404,144,"poll","spp2"
"2363","HMK008","Selasphorus platycercus",1993,125.48115,-0.283470133730404,144,"poll","spp2"
"2364","HMK008","Selasphorus platycercus",1994,120.24725,-0.283470133730404,144,"poll","spp2"
"2365","HMK008","Selasphorus platycercus",1995,122.9208,-0.283470133730404,144,"poll","spp2"
"2366","HMK008","Selasphorus platycercus",1996,139.1117,-0.283470133730404,144,"poll","spp2"
"2367","HMK008","Selasphorus platycercus",1997,114.09895,-0.283470133730404,144,"poll","spp2"
"2368","HMK008","Selasphorus platycercus",1998,134.0889,-0.283470133730404,144,"poll","spp2"
"2369","HMK008","Selasphorus platycercus",1999,134.1332,-0.283470133730404,144,"poll","spp2"
"2370","HMK008","Selasphorus platycercus",2000,116.26345,-0.283470133730404,144,"poll","spp2"
"2371","HMK008","Selasphorus platycercus",2001,95.23505,-0.283470133730404,144,"poll","spp2"
"2372","HMK008","Selasphorus platycercus",2002,125.7198,-0.283470133730404,144,"poll","spp2"
"2373","HMK008","Selasphorus platycercus",2003,126.27915,-0.283470133730404,144,"poll","spp2"
"2374","HMK008","Selasphorus platycercus",2004,124.6918,-0.283470133730404,144,"poll","spp2"
"2375","HMK008","Selasphorus platycercus",2005,129.1695,-0.283470133730404,144,"poll","spp2"
"2376","HMK008","Selasphorus platycercus",2006,136.8343,-0.283470133730404,144,"poll","spp2"
"2377","HMK008","Selasphorus platycercus",2007,111.7822,-0.283470133730404,144,"poll","spp2"
"2378","HMK008","Selasphorus platycercus",2008,122.6224,-0.283470133730404,144,"poll","spp2"
"2379","HMK008","Selasphorus platycercus",2009,107.19982,-0.283470133730404,144,"poll","spp2"
"2380","HMK008","Selasphorus platycercus",2010,119.7149,-0.283470133730404,144,"poll","spp2"
"2381","HMK008","Selasphorus platycercus",2011,140.2216,-0.283470133730404,144,"poll","spp2"
"2382","HMK010","Mastocarpus papillatus",1997,227,4.01943669422849e-14,149,"mutualist","spp2"
"2383","HMK010","Mastocarpus papillatus",1998,227,4.01943669422849e-14,149,"mutualist","spp2"
"2384","HMK010","Mastocarpus papillatus",1997,227,4.01943669422849e-14,151,"mutualist","spp2"
"2385","HMK010","Mastocarpus papillatus",1998,227,4.01943669422849e-14,151,"mutualist","spp2"
"2386","HMK010","Mazzaella splendens",1997,135,0,153,"mutualist","spp2"
"2387","HMK010","Mazzaella splendens",1998,135,0,153,"mutualist","spp2"
"2388","HMK010","Mazzaella splendens",1997,135,0,150,"mutualist","spp2"
"2389","HMK010","Mazzaella splendens",1998,135,0,150,"mutualist","spp2"
"2390","HMK010","Mazzaella splendens",1997,135,0,152,"mutualist","spp2"
"2391","HMK010","Mazzaella splendens",1998,135,0,152,"mutualist","spp2"
"2392","HMK010","Codiolum spp.",1997,166,4.01943669422849e-14,148,"mutualist","spp2"
"2393","HMK010","Codiolum spp.",1998,166,4.01943669422849e-14,148,"mutualist","spp2"
"2394","HMK011","Poecile montanus",1975,132.8617,-0.139610336134454,155,"herbivory","spp2"
"2395","HMK011","Poecile montanus",1976,137.4798,-0.139610336134454,155,"herbivory","spp2"
"2396","HMK011","Poecile montanus",1977,139.7928,-0.139610336134454,155,"herbivory","spp2"
"2397","HMK011","Poecile montanus",1978,140.7895,-0.139610336134454,155,"herbivory","spp2"
"2398","HMK011","Poecile montanus",1979,135.861,-0.139610336134454,155,"herbivory","spp2"
"2399","HMK011","Poecile montanus",1980,131.2604,-0.139610336134454,155,"herbivory","spp2"
"2400","HMK011","Poecile montanus",1981,137.5253,-0.139610336134454,155,"herbivory","spp2"
"2401","HMK011","Poecile montanus",1982,136.8767,-0.139610336134454,155,"herbivory","spp2"
"2402","HMK011","Poecile montanus",1983,130.9592,-0.139610336134454,155,"herbivory","spp2"
"2403","HMK011","Poecile montanus",1984,129.3208,-0.139610336134454,155,"herbivory","spp2"
"2404","HMK011","Poecile montanus",1985,137.8903,-0.139610336134454,155,"herbivory","spp2"
"2405","HMK011","Poecile montanus",1986,131.3157,-0.139610336134454,155,"herbivory","spp2"
"2406","HMK011","Poecile montanus",1987,135.2748,-0.139610336134454,155,"herbivory","spp2"
"2407","HMK011","Poecile montanus",1988,138.906,-0.139610336134454,155,"herbivory","spp2"
"2408","HMK011","Poecile montanus",1989,125.4171,-0.139610336134454,155,"herbivory","spp2"
"2409","HMK011","Poecile montanus",1990,128.3899,-0.139610336134454,155,"herbivory","spp2"
"2410","HMK011","Poecile montanus",1991,137.6164,-0.139610336134454,155,"herbivory","spp2"
"2411","HMK011","Poecile montanus",1992,138.6125,-0.139610336134454,155,"herbivory","spp2"
"2412","HMK011","Poecile montanus",1993,131.3802,-0.139610336134454,155,"herbivory","spp2"
"2413","HMK011","Poecile montanus",1994,133.6945,-0.139610336134454,155,"herbivory","spp2"
"2414","HMK011","Poecile montanus",1995,139.3003,-0.139610336134454,155,"herbivory","spp2"
"2415","HMK011","Poecile montanus",1996,130.7477,-0.139610336134454,155,"herbivory","spp2"
"2416","HMK011","Poecile montanus",1997,139.6457,-0.139610336134454,155,"herbivory","spp2"
"2417","HMK011","Poecile montanus",1998,135.3756,-0.139610336134454,155,"herbivory","spp2"
"2418","HMK011","Poecile montanus",1999,130.4458,-0.139610336134454,155,"herbivory","spp2"
"2419","HMK011","Poecile montanus",2000,132.758,-0.139610336134454,155,"herbivory","spp2"
"2420","HMK011","Poecile montanus",2001,133.1005,-0.139610336134454,155,"herbivory","spp2"
"2421","HMK011","Poecile montanus",2002,127.8414,-0.139610336134454,155,"herbivory","spp2"
"2422","HMK011","Poecile montanus",2003,136.0817,-0.139610336134454,155,"herbivory","spp2"
"2423","HMK011","Poecile montanus",2004,129.8321,-0.139610336134454,155,"herbivory","spp2"
"2424","HMK011","Poecile montanus",2005,131.4894,-0.139610336134454,155,"herbivory","spp2"
"2425","HMK011","Poecile montanus",2006,129.8518,-0.139610336134454,155,"herbivory","spp2"
"2426","HMK011","Poecile montanus",2007,131.5084,-0.139610336134454,155,"herbivory","spp2"
"2427","HMK011","Poecile montanus",2008,130.859,-0.139610336134454,155,"herbivory","spp2"
"2428","HMK011","Poecile montanus",2009,133.5005,-0.139610336134454,155,"herbivory","spp2"
"2429","HMK012","Hormaphis hamamelidis",1997,129.916,-0.398799999999997,156,"herbivory","spp2"
"2430","HMK012","Hormaphis hamamelidis",1998,109.948,-0.398799999999997,156,"herbivory","spp2"
"2431","HMK012","Hormaphis hamamelidis",1999,123.876,-0.398799999999997,156,"herbivory","spp2"
"2432","HMK012","Hormaphis hamamelidis",2000,123.944,-0.398799999999997,156,"herbivory","spp2"
"2433","HMK015","Scymnus subvillosus",2002,262,-0.999999999999437,164,"predation","spp2"
"2434","HMK015","Scymnus subvillosus",2003,261,-0.999999999999437,164,"predation","spp2"
"2435","HMK015","Scymnus mediterraneus",2002,247,13.9999999999932,163,"predation","spp2"
"2436","HMK015","Scymnus mediterraneus",2003,261,13.9999999999932,163,"predation","spp2"
"2437","HMK015","Chilocorus bipustulatus",2002,262,34.999999999983,160,"predation","spp2"
"2438","HMK015","Chilocorus bipustulatus",2003,297,34.999999999983,160,"predation","spp2"
