"","X","studyid","intid","year","spp1","spp2","interaction","neg_phenovalue","neg_slope","pos_phenovalue","pos_slope","phenodiff","phenofreq","intxn"
"1070",1070,"HMK037",195,1971,"Diatom4 spp.","Keratella2 cochlearis","herbivory",131.188,-0.840239530956854,129.545,-0.683790781719128,1.643,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1071",1071,"HMK037",195,1972,"Diatom4 spp.","Keratella2 cochlearis","herbivory",125.417,-0.840239530956854,138.045,-0.683790781719128,-12.628,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1072",1072,"HMK037",195,1973,"Diatom4 spp.","Keratella2 cochlearis","herbivory",105.667,-0.840239530956854,106.364,-0.683790781719128,-0.697000000000003,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1073",1073,"HMK037",195,1974,"Diatom4 spp.","Keratella2 cochlearis","herbivory",132.229,-0.840239530956854,128.864,-0.683790781719128,3.36500000000001,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1074",1074,"HMK037",195,1975,"Diatom4 spp.","Keratella2 cochlearis","herbivory",118.167,-0.840239530956854,141.818,-0.683790781719128,-23.651,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1075",1075,"HMK037",195,1976,"Diatom4 spp.","Keratella2 cochlearis","herbivory",93.6458,-0.840239530956854,141.136,-0.683790781719128,-47.4902,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1076",1076,"HMK037",195,1977,"Diatom4 spp.","Keratella2 cochlearis","herbivory",112.438,-0.840239530956854,117.273,-0.683790781719128,-4.83499999999999,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1077",1077,"HMK037",195,1978,"Diatom4 spp.","Keratella2 cochlearis","herbivory",87.4375,-0.840239530956854,99.5455,-0.683790781719128,-12.108,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1078",1078,"HMK037",195,1979,"Diatom4 spp.","Keratella2 cochlearis","herbivory",120.25,-0.840239530956854,113.864,-0.683790781719128,6.386,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1079",1079,"HMK037",195,1980,"Diatom4 spp.","Keratella2 cochlearis","herbivory",77.5,-0.840239530956854,NA,NA,NA,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1080",1080,"HMK037",195,1981,"Diatom4 spp.","Keratella2 cochlearis","herbivory",140.042,-0.840239530956854,139.773,-0.683790781719128,0.269000000000005,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1081",1081,"HMK037",195,1982,"Diatom4 spp.","Keratella2 cochlearis","herbivory",134.313,-0.840239530956854,145.227,-0.683790781719128,-10.914,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1082",1082,"HMK037",195,1983,"Diatom4 spp.","Keratella2 cochlearis","herbivory",115.563,-0.840239530956854,128.864,-0.683790781719128,-13.301,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1083",1083,"HMK037",195,1984,"Diatom4 spp.","Keratella2 cochlearis","herbivory",109.271,-0.840239530956854,127.818,-0.683790781719128,-18.547,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1084",1084,"HMK037",195,1985,"Diatom4 spp.","Keratella2 cochlearis","herbivory",121.292,-0.840239530956854,128.182,-0.683790781719128,-6.88999999999999,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1085",1085,"HMK037",195,1986,"Diatom4 spp.","Keratella2 cochlearis","herbivory",96.8125,-0.840239530956854,132.273,-0.683790781719128,-35.4605,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1086",1086,"HMK037",195,1987,"Diatom4 spp.","Keratella2 cochlearis","herbivory",109.833,-0.840239530956854,109.091,-0.683790781719128,0.742000000000004,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1087",1087,"HMK037",195,1988,"Diatom4 spp.","Keratella2 cochlearis","herbivory",124.896,-0.840239530956854,123.045,-0.683790781719128,1.851,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1088",1088,"HMK037",195,1989,"Diatom4 spp.","Keratella2 cochlearis","herbivory",107.75,-0.840239530956854,145.227,-0.683790781719128,-37.477,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1089",1089,"HMK037",195,1990,"Diatom4 spp.","Keratella2 cochlearis","herbivory",98.8958,-0.840239530956854,134.318,-0.683790781719128,-35.4222,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1090",1090,"HMK037",195,1991,"Diatom4 spp.","Keratella2 cochlearis","herbivory",111.917,-0.840239530956854,139.773,-0.683790781719128,-27.856,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1091",1091,"HMK037",195,1992,"Diatom4 spp.","Keratella2 cochlearis","herbivory",69.1667,-0.840239530956854,96.4545,-0.683790781719128,-27.2878,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1092",1092,"HMK037",195,1993,"Diatom4 spp.","Keratella2 cochlearis","herbivory",93.1667,-0.840239530956854,122.045,-0.683790781719128,-28.8783,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1093",1093,"HMK037",195,1994,"Diatom4 spp.","Keratella2 cochlearis","herbivory",110.354,-0.840239530956854,129.545,-0.683790781719128,-19.191,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1094",1094,"HMK037",195,1995,"Diatom4 spp.","Keratella2 cochlearis","herbivory",107.229,-0.840239530956854,128.864,-0.683790781719128,-21.635,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1095",1095,"HMK037",195,1996,"Diatom4 spp.","Keratella2 cochlearis","herbivory",107.188,-0.840239530956854,NA,NA,NA,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1096",1096,"HMK037",195,1997,"Diatom4 spp.","Keratella2 cochlearis","herbivory",120.771,-0.840239530956854,NA,NA,NA,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1097",1097,"HMK037",195,1998,"Diatom4 spp.","Keratella2 cochlearis","herbivory",84.3125,-0.840239530956854,NA,NA,NA,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1098",1098,"HMK037",195,1999,"Diatom4 spp.","Keratella2 cochlearis","herbivory",109.833,-0.840239530956854,NA,NA,NA,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1099",1099,"HMK037",195,2000,"Diatom4 spp.","Keratella2 cochlearis","herbivory",94.1667,-0.840239530956854,NA,NA,NA,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1100",1100,"HMK037",195,2001,"Diatom4 spp.","Keratella2 cochlearis","herbivory",100.458,-0.840239530956854,NA,NA,NA,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1101",1101,"HMK037",195,2002,"Diatom4 spp.","Keratella2 cochlearis","herbivory",100.458,-0.840239530956854,NA,NA,NA,"weekly","Diatom4 spp. Keratella2 cochlearis herbivory"
"1102",1102,"HMK037",196,1963,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",133.271,-0.840239530956854,NA,NA,NA,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1103",1103,"HMK037",196,1964,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",125.938,-0.840239530956854,155.643,-0.215780839673312,-29.705,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1104",1104,"HMK037",196,1965,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",124.938,-0.840239530956854,125.179,-0.215780839673312,-0.241,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1105",1105,"HMK037",196,1966,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",129.625,-0.840239530956854,136.786,-0.215780839673312,-7.161,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1106",1106,"HMK037",196,1967,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",129.104,-0.840239530956854,123.393,-0.215780839673312,5.71100000000001,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1107",1107,"HMK037",196,1968,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",136.354,-0.840239530956854,122.607,-0.215780839673312,13.747,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1108",1108,"HMK037",196,1969,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",125.979,-0.840239530956854,140.357,-0.215780839673312,-14.378,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1109",1109,"HMK037",196,1970,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",132.75,-0.840239530956854,119.821,-0.215780839673312,12.929,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1110",1110,"HMK037",196,1971,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",131.188,-0.840239530956854,126.071,-0.215780839673312,5.11699999999999,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1111",1111,"HMK037",196,1972,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",125.417,-0.840239530956854,131.536,-0.215780839673312,-6.119,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1112",1112,"HMK037",196,1973,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",105.667,-0.840239530956854,130.536,-0.215780839673312,-24.869,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1113",1113,"HMK037",196,1974,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",132.229,-0.840239530956854,121.607,-0.215780839673312,10.622,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1114",1114,"HMK037",196,1975,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",118.167,-0.840239530956854,118.929,-0.215780839673312,-0.762,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1115",1115,"HMK037",196,1976,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",93.6458,-0.840239530956854,126.179,-0.215780839673312,-32.5332,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1116",1116,"HMK037",196,1977,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",112.438,-0.840239530956854,116.25,-0.215780839673312,-3.812,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1117",1117,"HMK037",196,1978,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",87.4375,-0.840239530956854,122.5,-0.215780839673312,-35.0625,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1118",1118,"HMK037",196,1979,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",120.25,-0.840239530956854,108.214,-0.215780839673312,12.036,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1119",1119,"HMK037",196,1980,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",77.5,-0.840239530956854,120.821,-0.215780839673312,-43.321,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1120",1120,"HMK037",196,1981,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",140.042,-0.840239530956854,125.179,-0.215780839673312,14.863,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1121",1121,"HMK037",196,1982,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",134.313,-0.840239530956854,158.214,-0.215780839673312,-23.901,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1122",1122,"HMK037",196,1983,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",115.563,-0.840239530956854,136.786,-0.215780839673312,-21.223,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1123",1123,"HMK037",196,1984,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",109.271,-0.840239530956854,113.679,-0.215780839673312,-4.408,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1124",1124,"HMK037",196,1985,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",121.292,-0.840239530956854,97.5,-0.215780839673312,23.792,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1125",1125,"HMK037",196,1986,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",96.8125,-0.840239530956854,146.607,-0.215780839673312,-49.7945,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1126",1126,"HMK037",196,1987,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",109.833,-0.840239530956854,67.1429,-0.215780839673312,42.6901,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1127",1127,"HMK037",196,1988,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",124.896,-0.840239530956854,109.214,-0.215780839673312,15.682,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1128",1128,"HMK037",196,1989,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",107.75,-0.840239530956854,93.9286,-0.215780839673312,13.8214,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1129",1129,"HMK037",196,1990,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",98.8958,-0.840239530956854,91.25,-0.215780839673312,7.64579999999999,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1130",1130,"HMK037",196,1991,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",111.917,-0.840239530956854,139.464,-0.215780839673312,-27.547,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1131",1131,"HMK037",196,1992,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",69.1667,-0.840239530956854,125.286,-0.215780839673312,-56.1193,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1132",1132,"HMK037",196,1993,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",93.1667,-0.840239530956854,108.214,-0.215780839673312,-15.0473,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1133",1133,"HMK037",196,1994,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",110.354,-0.840239530956854,135.893,-0.215780839673312,-25.539,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1134",1134,"HMK037",196,1995,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",107.229,-0.840239530956854,NA,NA,NA,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1135",1135,"HMK037",196,1996,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",107.188,-0.840239530956854,133.321,-0.215780839673312,-26.133,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1136",1136,"HMK037",196,1997,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",120.771,-0.840239530956854,153.75,-0.215780839673312,-32.979,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1137",1137,"HMK037",196,1998,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",84.3125,-0.840239530956854,95.7143,-0.215780839673312,-11.4018,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1138",1138,"HMK037",196,1999,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",109.833,-0.840239530956854,138.571,-0.215780839673312,-28.738,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1139",1139,"HMK037",196,2000,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",94.1667,-0.840239530956854,106.536,-0.215780839673312,-12.3693,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1140",1140,"HMK037",196,2001,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",100.458,-0.840239530956854,NA,NA,NA,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
"1141",1141,"HMK037",196,2002,"Diatom4 spp.","Leptodiaptomus ashlandi","herbivory",100.458,-0.840239530956854,156.429,-0.215780839673312,-55.971,"weekly","Diatom4 spp. Leptodiaptomus ashlandi herbivory"
