studyid,studylocation,datasource,methods,site,envfactor,envparameter,sampleduration,seasonalblock,envtype,year,envunits,envvalue,species,phenophase,extra
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,2004,C,6.431095,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,2005,C,6.908125,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,2006,C,5.81272,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,2007,C,8.056535,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,2008,C,6.590105,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1970,C,6.99647,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1971,C,7.36749,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1972,C,9.045935,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1973,C,7.95053,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1974,C,8.00353,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1975,C,8.95759,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1976,C,8.62191,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1977,C,8.250885,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1978,C,7.65018,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1979,C,7.173145,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1980,C,8.49823,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1981,C,7.95054,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1982,C,8.498235,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1983,C,8.356905,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1984,C,6.83746,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1985,C,7.54417,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1986,C,7.06714,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1987,C,6.431095,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1988,C,7.915195,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1989,C,8.480585,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1990,C,8.922255,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1991,C,9.57597,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1992,C,8.26855,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1993,C,8.480545,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1994,C,9.081265,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1995,C,8.23323,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1996,C,8.7456,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1997,C,7.014135,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1998,C,8.939915,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1999,C,9.41697,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2000,C,9.75267,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2001,C,9.187255,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2002,C,7.650175,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2003,C,9.735,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2004,C,10.12365,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2005,C,9.452315,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2006,C,9.15194,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2007,C,8.975265,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2008,C,10.918745,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1969,C,9.222605,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1970,C,6.99647,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1971,C,7.36749,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1972,C,9.045935,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1973,C,7.95053,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1974,C,8.00353,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1975,C,8.95759,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1976,C,8.62191,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1977,C,8.250885,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1978,C,7.65018,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1979,C,7.173145,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1980,C,8.49823,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1981,C,7.95054,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1982,C,8.498235,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1983,C,8.356905,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1984,C,6.83746,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1985,C,7.54417,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1986,C,7.06714,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1987,C,6.431095,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1988,C,7.915195,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1989,C,8.480585,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1990,C,8.922255,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1991,C,9.57597,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1992,C,8.26855,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1993,C,8.480545,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1994,C,9.081265,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1995,C,8.23323,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1996,C,8.7456,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1997,C,7.014135,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1998,C,8.939915,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1999,C,9.41697,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2000,C,9.75267,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2001,C,9.187255,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2002,C,7.650175,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2003,C,9.735,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2004,C,10.12365,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2005,C,9.452315,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2006,C,9.15194,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2007,C,8.975265,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,2008,C,10.918745,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,april-may,water,1969,C,9.222605,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1969,C,4.43662,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1970,C,4.71831,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1971,C,6.021125,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1972,C,5.84507,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1973,C,6.03873,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1974,C,6.69014,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1975,C,7.13028,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1976,C,5.862675,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1977,C,5.545775,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1978,C,5.176055,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1980,C,4.137325,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1981,C,5.264085,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1982,C,6.197185,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1983,C,6.003525,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1984,C,4.982395,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1985,C,5.017605,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1986,C,4.71831,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1987,C,4.348595,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1988,C,5.545775,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1989,C,5.352115,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1990,C,6.81338,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1991,C,7.05986,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1992,C,5.9507,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1993,C,6.69014,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1994,C,6.302815,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1995,C,5.545775,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1996,C,6.28521,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1997,C,4.78873,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1998,C,7.077465,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1999,C,7.165495,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,2000,C,6.76056,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,2001,C,6.883805,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,2002,C,5.36972,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,2003,C,7.359155,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,2004,C,6.989435,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,2005,C,6.602115,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,2006,C,6.81338,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,2007,C,5.915495,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,2008,C,7.957745,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,march-april,water,1969,C,6.77817,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1970,C,7.147885,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1971,C,7.640845,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1972,C,8.62676,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1973,C,8.1162,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1974,C,8.274645,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1975,C,9.154945,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1976,C,9.137315,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1977,C,8.468305,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1978,C,8.06338,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1979,C,7.5,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1980,C,6.883805,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1981,C,8.36267,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1982,C,8.573945,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1983,C,8.62674,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1984,C,7.00704,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1985,C,8.13379,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1986,C,7.42958,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1987,C,6.67254,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1988,C,8.22183,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1989,C,8.697165,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1990,C,8.908465,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1991,C,9.507045,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1992,C,8.433095,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1993,C,8.80281,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1994,C,9.049275,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1995,C,8.4507,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1996,C,8.802805,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1997,C,6.97183,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1998,C,9.225355,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1999,C,9.119695,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2000,C,9.57746,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2001,C,9.7007,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2002,C,8.34506,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2003,C,9.73591,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2004,C,9.96479,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2005,C,9.841545,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2006,C,9.50705,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2007,C,9.137345,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2008,C,10.80986,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1969,C,9.137335,Perca fluviatillis,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1970,C,7.147885,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1971,C,7.640845,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1972,C,8.62676,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1973,C,8.1162,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1974,C,8.274645,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1975,C,9.154945,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1976,C,9.137315,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1977,C,8.468305,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1978,C,8.06338,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1979,C,7.5,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1980,C,6.883805,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1981,C,8.36267,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1982,C,8.573945,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1983,C,8.62674,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1984,C,7.00704,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1985,C,8.13379,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1986,C,7.42958,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1987,C,6.67254,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1988,C,8.22183,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1989,C,8.697165,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1990,C,8.908465,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1991,C,9.507045,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1992,C,8.433095,Daphnia3 spp.,NA,NA
