studyid,site,predictunits,predictvalue,genus,species,genus_2nd,spp_2nd,phenophase,pheno,phenounits,phenovalue,phenofreq,phenovarunit,phenovarvalue,fitnesscomp,fitnessunit,fitnessvalue,fitnessvarunit,fitnessvarvalue,
HMK031,NA,year,1982,Diatom2,spp.,NA,NA,spring bloom,start,doy,118.2972,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1983,Diatom2,spp.,NA,NA,spring bloom,start,doy,117.3802,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1984,Diatom2,spp.,NA,NA,spring bloom,start,doy,104.5415,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1985,Diatom2,spp.,NA,NA,spring bloom,start,doy,111.8775,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1986,Diatom2,spp.,NA,NA,spring bloom,start,doy,117.3802,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1987,Diatom2,spp.,NA,NA,spring bloom,start,doy,145.8079,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1988,Diatom2,spp.,NA,NA,spring bloom,start,doy,90.7858,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1989,Diatom2,spp.,NA,NA,spring bloom,start,doy,76.1138,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1990,Diatom2,spp.,NA,NA,spring bloom,start,doy,61.44103,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1991,Diatom2,spp.,NA,NA,spring bloom,start,doy,104.5415,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1992,Diatom2,spp.,NA,NA,spring bloom,start,doy,103.6245,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1993,Diatom2,spp.,NA,NA,spring bloom,start,doy,111.8775,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1994,Diatom2,spp.,NA,NA,spring bloom,start,doy,110.9605,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1995,Diatom2,spp.,NA,NA,spring bloom,start,doy,61.44103,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1996,Diatom2,spp.,NA,NA,spring bloom,start,doy,124.7162,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1997,Diatom2,spp.,NA,NA,spring bloom,start,doy,119.2142,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1998,Diatom2,spp.,NA,NA,spring bloom,start,doy,111.8775,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1999,Diatom2,spp.,NA,NA,spring bloom,start,doy,90.7858,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2000,Diatom2,spp.,NA,NA,spring bloom,start,doy,110.0435,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2001,Diatom2,spp.,NA,NA,spring bloom,start,doy,110.9605,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2002,Diatom2,spp.,NA,NA,spring bloom,start,doy,96.2885,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2003,Diatom2,spp.,NA,NA,spring bloom,start,doy,131.1352,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1979,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,134.9999,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1980,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,133.9471,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1981,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,134.9999,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1982,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,133.9471,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1983,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,120.2635,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1984,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,127.6317,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1985,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,133.9471,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1986,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,127.6317,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1987,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,120.2635,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1988,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,119.2107,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1989,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,126.5789,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1990,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,125.5261,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1991,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,141.316,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1992,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,127.6317,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1993,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,112.8946,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1994,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,112.8946,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1995,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,120.2635,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1996,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,112.8946,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1997,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,127.6317,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1998,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,120.2635,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1999,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,112.8946,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2000,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,112.8946,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2001,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,126.5789,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2002,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,120.2635,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2003,Dreissena,polymorpha,NA,NA,temperature threshold for spawning,start,doy,120.2635,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1980,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,274.8676,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1981,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,287.2191,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1982,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,249.62,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1983,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,271.3627,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1985,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,258.664,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1986,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,311.5742,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1987,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,298.9749,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1988,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,311.3425,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1989,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,270.536,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1991,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,282.7874,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1992,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,307.7053,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1993,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,273.1484,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1994,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,248.0653,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1995,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,310.4003,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1997,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,288.2607,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1998,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,300.6451,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1999,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,259.9205,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2000,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,297.2718,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2001,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,234.6561,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2002,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,325.1325,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2003,Mesocyclops,leukarti,NA,NA,last appearance,end,doy,281.2502,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1985,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,256.6669,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1986,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,279.4813,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1987,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,262.8892,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1989,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,279.4813,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1990,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,245.25935,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1991,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,271.1849,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1993,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,287.7777,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1994,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,262.8892,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1995,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,316.8151,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1996,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,289.8518,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1997,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,287.7777,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,1998,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,302.2964,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2000,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,294,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2001,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,271.1849,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2002,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,310.5928,weekly,NA,NA,NA,NA,NA,NA,NA
HMK031,NA,year,2003,Thermocyclops,oithonoides,NA,NA,last appearance,end,doy,333.4072,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1956,Asterionella,spp.,NA,NA,decline,end,doy,139.8299,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1957,Asterionella,spp.,NA,NA,decline,end,doy,154.1813,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1958,Asterionella,spp.,NA,NA,decline,end,doy,139.8397,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1959,Asterionella,spp.,NA,NA,decline,end,doy,140.0924,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1960,Asterionella,spp.,NA,NA,decline,end,doy,140.0987,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1961,Asterionella,spp.,NA,NA,decline,end,doy,147.0287,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1962,Asterionella,spp.,NA,NA,decline,end,doy,133.1806,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1963,Asterionella,spp.,NA,NA,decline,end,doy,133.1855,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1964,Asterionella,spp.,NA,NA,decline,end,doy,153.9692,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1965,Asterionella,spp.,NA,NA,decline,end,doy,140.1225,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1966,Asterionella,spp.,NA,NA,decline,end,doy,147.0525,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1967,Asterionella,spp.,NA,NA,decline,end,doy,126.0336,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1968,Asterionella,spp.,NA,NA,decline,end,doy,132.9643,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1969,Asterionella,spp.,NA,NA,decline,end,doy,147.0672,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1970,Asterionella,spp.,NA,NA,decline,end,doy,140.1477,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1971,Asterionella,spp.,NA,NA,decline,end,doy,146.8285,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1972,Asterionella,spp.,NA,NA,decline,end,doy,154.2555,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1973,Asterionella,spp.,NA,NA,decline,end,doy,147.336,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1974,Asterionella,spp.,NA,NA,decline,end,doy,154.0175,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1975,Asterionella,spp.,NA,NA,decline,end,doy,132.9986,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1976,Asterionella,spp.,NA,NA,decline,end,doy,154.5236,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1977,Asterionella,spp.,NA,NA,decline,end,doy,147.3549,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1978,Asterionella,spp.,NA,NA,decline,end,doy,111.9867,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1979,Asterionella,spp.,NA,NA,decline,end,doy,126.3402,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1980,Asterionella,spp.,NA,NA,decline,end,doy,125.8495,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1981,Asterionella,spp.,NA,NA,decline,end,doy,147.1267,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1982,Asterionella,spp.,NA,NA,decline,end,doy,111.7606,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1983,Asterionella,spp.,NA,NA,decline,end,doy,133.0364,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1984,Asterionella,spp.,NA,NA,decline,end,doy,133.0427,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1985,Asterionella,spp.,NA,NA,decline,end,doy,139.9734,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1986,Asterionella,spp.,NA,NA,decline,end,doy,154.3248,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1987,Asterionella,spp.,NA,NA,decline,end,doy,140.231,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1988,Asterionella,spp.,NA,NA,decline,end,doy,118.9643,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1989,Asterionella,spp.,NA,NA,decline,end,doy,133.315,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1990,Asterionella,spp.,NA,NA,decline,end,doy,126.147,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1991,Asterionella,spp.,NA,NA,decline,end,doy,126.1512,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1956,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,140.0553,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1958,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,153.9902,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1959,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,133.0434,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1959,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,147.0973,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1961,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,136.7527,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1962,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,133.063,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1964,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,133.0679,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1965,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,147.1232,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1966,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,147.3745,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1967,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,150.83145,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1969,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,154.2905,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1970,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,154.2954,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1971,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,154.17885,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1973,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,154.0637,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1974,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,140.3906,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1975,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,147.4228,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1977,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,126.231,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1978,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,147.18935,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1980,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,143.871,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1982,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,143.6344,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1984,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,147.4648,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1985,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,147.4697,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1986,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,133.4235,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1987,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,133.1827,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1988,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,126.2856,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1989,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,126.2912,weekly,NA,NA,NA,NA,NA,NA,NA
HMK032,NA,year,1990,Daphnia,hyalina-galeata,NA,NA,peak abundance,peak,doy,143.79715,weekly,NA,NA,NA,NA,NA,NA,NA
HMK033,NA,year,1992,Plant3,spp.,NA,NA,flowering,start,doy,148.901,daily,,,,,,,
HMK033,NA,year,1993,Plant3,spp.,NA,NA,flowering,start,doy,170.207,daily,,,,,,,
HMK033,NA,year,1994,Plant3,spp.,NA,NA,flowering,start,doy,155.959,daily,,,,,,,
HMK033,NA,year,1995,Plant3,spp.,NA,NA,flowering,start,doy,204.697,daily,,,,,,,
HMK033,NA,year,1996,Plant3,spp.,NA,NA,flowering,start,doy,158.957,daily,,,,,,,
HMK033,NA,year,1997,Plant3,spp.,NA,NA,flowering,start,doy,176.201,daily,,,,,,,
HMK033,NA,year,1998,Plant3,spp.,NA,NA,flowering,start,doy,163.985,daily,,,,,,,
HMK033,NA,year,1999,Plant3,spp.,NA,NA,flowering,start,doy,165.993,daily,,,,,,,
HMK033,NA,year,2000,Plant3,spp.,NA,NA,flowering,start,doy,148.189,daily,,,,,,,
HMK033,NA,year,2001,Plant3,spp.,NA,NA,flowering,start,doy,150.703,daily,,,,,,,
HMK033,NA,year,2002,Plant3,spp.,NA,NA,flowering,start,doy,136.963,daily,,,,,,,
HMK033,NA,year,2003,Plant3,spp.,NA,NA,flowering,start,doy,167.922,daily,,,,,,,
HMK033,NA,year,2004,Plant3,spp.,NA,NA,flowering,start,doy,172.975,daily,,,,,,,
HMK033,NA,year,2005,Plant3,spp.,NA,NA,flowering,start,doy,174.475,daily,,,,,,,
HMK033,NA,year,2006,Plant3,spp.,NA,NA,flowering,start,doy,149.56,daily,,,,,,,
HMK033,NA,year,2007,Plant3,spp.,NA,NA,flowering,start,doy,137.343,daily,,,,,,,
HMK033,NA,year,2008,Plant3,spp.,NA,NA,flowering,start,doy,175.922,daily,,,,,,,
HMK033,NA,year,2009,Plant3,spp.,NA,NA,flowering,start,doy,154.056,daily,,,,,,,
HMK033,NA,year,2010,Plant3,spp.,NA,NA,flowering,start,doy,158.6,daily,,,,,,,
HMK033,NA,year,2011,Plant3,spp.,NA,NA,flowering,start,doy,187.527,daily,,,,,,,
HMK033,NA,year,1992,Syrphid,spp.,NA,NA,start of abundance,start,doy,161.093,daily,,,,,,,
HMK033,NA,year,1993,Syrphid,spp.,NA,NA,start of abundance,start,doy,176.813,daily,,,,,,,
HMK033,NA,year,1994,Syrphid,spp.,NA,NA,start of abundance,start,doy,159.518,daily,,,,,,,
HMK033,NA,year,1995,Syrphid,spp.,NA,NA,start of abundance,start,doy,190.476,daily,,,,,,,
HMK033,NA,year,1996,Syrphid,spp.,NA,NA,start of abundance,start,doy,169.625,daily,,,,,,,
HMK033,NA,year,1997,Syrphid,spp.,NA,NA,start of abundance,start,doy,179.252,daily,,,,,,,
HMK033,NA,year,1998,Syrphid,spp.,NA,NA,start of abundance,start,doy,175.162,daily,,,,,,,
HMK033,NA,year,1999,Syrphid,spp.,NA,NA,start of abundance,start,doy,170.056,daily,,,,,,,
HMK033,NA,year,2000,Syrphid,spp.,NA,NA,start of abundance,start,doy,154.286,daily,,,,,,,
HMK033,NA,year,2001,Syrphid,spp.,NA,NA,start of abundance,start,doy,167.465,daily,,,,,,,
HMK033,NA,year,2003,Syrphid,spp.,NA,NA,start of abundance,start,doy,168.94,daily,,,,,,,
HMK033,NA,year,2004,Syrphid,spp.,NA,NA,start of abundance,start,doy,149.613,daily,,,,,,,
HMK033,NA,year,2005,Syrphid,spp.,NA,NA,start of abundance,start,doy,169.905,daily,,,,,,,
HMK033,NA,year,2006,Syrphid,spp.,NA,NA,start of abundance,start,doy,176.99,daily,,,,,,,
HMK033,NA,year,2007,Syrphid,spp.,NA,NA,start of abundance,start,doy,150.045,daily,,,,,,,
HMK033,NA,year,2008,Syrphid,spp.,NA,NA,start of abundance,start,doy,184.05,daily,,,,,,,
HMK033,NA,year,2009,Syrphid,spp.,NA,NA,start of abundance,start,doy,161.167,daily,,,,,,,
HMK033,NA,year,2010,Syrphid,spp.,NA,NA,start of abundance,start,doy,194.132,daily,,,,,,,
HMK033,NA,year,2011,Syrphid,spp.,NA,NA,start of abundance,start,doy,173.308,daily,,,,,,,
HMK034,NA,year,1971,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,143.793,daily,,,,,,,
HMK034,NA,year,1973,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,120,daily,,,,,,,
HMK034,NA,year,1974,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,127.7585,daily,,,,,,,
HMK034,NA,year,1975,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,141.724,daily,,,,,,,
HMK034,NA,year,1977,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,131.379,daily,,,,,,,
HMK034,NA,year,1978,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,144.828,daily,,,,,,,
HMK034,NA,year,1980,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,136.552,daily,,,,,,,
HMK034,NA,year,1981,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,127.241,daily,,,,,,,
HMK034,NA,year,1983,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,133.448,daily,,,,,,,
HMK034,NA,year,1984,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,176.897,daily,,,,,,,
HMK034,NA,year,1986,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,137.586,daily,,,,,,,
HMK034,NA,year,1988,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,125.172,daily,,,,,,,
HMK034,NA,year,1991,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,112.759,daily,,,,,,,
HMK034,NA,year,1992,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,131.379,daily,,,,,,,
HMK034,NA,year,1993,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,117.931,daily,,,,,,,
HMK034,NA,year,1994,Cyclops,vicinus,NA,NA,ovigerous females,peak,doy,129.31,daily,,,,,,,
HMK034,NA,year,1972,Phytoplankton2,spp.,NA,NA,growth,start,doy,82.2414,daily,,,,,,,
HMK034,NA,year,1974,Phytoplankton2,spp.,NA,NA,growth,start,doy,117.931,daily,,,,,,,
HMK034,NA,year,1975,Phytoplankton2,spp.,NA,NA,growth,start,doy,100.345,daily,,,,,,,
HMK034,NA,year,1976,Phytoplankton2,spp.,NA,NA,growth,start,doy,96.2069,daily,,,,,,,
HMK034,NA,year,1977,Phytoplankton2,spp.,NA,NA,growth,start,doy,106.5515,daily,,,,,,,
HMK034,NA,year,1978,Phytoplankton2,spp.,NA,NA,growth,start,doy,114.828,daily,,,,,,,
