"","studyid","year","envvalue","z","envfactor","X","species","phenovalue","slope","intid","int_type","spp"
"210","HMK028",1969,549.421,-1.24652230230241,"temperature",2551,"Parus2 major",126.0202,-0.264192645698434,180,"predation","spp2"
"211","HMK028",1970,519.872,-1.65907472549853,"temperature",2552,"Parus2 major",126.5061,-0.264192645698434,180,"predation","spp2"
"213","HMK028",1971,573.989,-0.903512794938974,"temperature",2553,"Parus2 major",125.0486,-0.264192645698434,180,"predation","spp2"
"215","HMK028",1972,672.393,0.470368170650078,"temperature",2554,"Parus2 major",120.0972,-0.264192645698434,180,"predation","spp2"
"216","HMK028",1973,626.112,-0.175790369332311,"temperature",2555,"Parus2 major",122.7409,-0.264192645698434,180,"predation","spp2"
"217","HMK028",1974,618.216,-0.286031458152797,"temperature",2556,"Parus2 major",123.3482,-0.264192645698434,180,"predation","spp2"
"218","HMK028",1975,545.361,-1.30320655010018,"temperature",2557,"Parus2 major",123.4696,-0.264192645698434,180,"predation","spp2"
"220","HMK028",1976,609.318,-0.410262107636674,"temperature",2558,"Parus2 major",122.2834,-0.264192645698434,180,"predation","spp2"
"221","HMK028",1977,609.296,-0.410569263659222,"temperature",2559,"Parus2 major",123.9555,-0.264192645698434,180,"predation","spp2"
"222","HMK028",1978,592.545,-0.644440651555876,"temperature",2560,"Parus2 major",125.8988,-0.264192645698434,180,"predation","spp2"
"223","HMK028",1979,565.951,-1.01573643626864,"temperature",2561,"Parus2 major",126.6275,-0.264192645698434,180,"predation","spp2"
"224","HMK028",1980,619.079,-0.273982565086425,"temperature",2562,"Parus2 major",116.8178,-0.264192645698434,180,"predation","spp2"
"225","HMK028",1981,649.572,0.151749643804545,"temperature",2563,"Parus2 major",119.583,-0.264192645698434,180,"predation","spp2"
"226","HMK028",1982,660.375,0.302577212513729,"temperature",2564,"Parus2 major",118.9757,-0.264192645698434,180,"predation","spp2"
"227","HMK028",1983,599.332,-0.549683018599361,"temperature",2565,"Parus2 major",120.5547,-0.264192645698434,180,"predation","spp2"
"229","HMK028",1984,606.181,-0.454059764124751,"temperature",2566,"Parus2 major",129.9352,-0.264192645698434,180,"predation","spp2"
"231","HMK028",1985,520.53,-1.64988796809682,"temperature",2567,"Parus2 major",116.9109,-0.264192645698434,180,"predation","spp2"
"233","HMK028",1986,611.06,-0.385940935305711,"temperature",2568,"Parus2 major",130.1498,-0.264192645698434,180,"predation","spp2"
"235","HMK028",1987,632.693,-0.0839088336778502,"temperature",2569,"Parus2 major",113.6316,-0.264192645698434,180,"predation","spp2"
"238","HMK028",1988,643.5,0.0669745815808883,"temperature",2570,"Parus2 major",124.7126,-0.264192645698434,180,"predation","spp2"
"239","HMK028",1989,719.268,1.1248199232413,"temperature",2571,"Parus2 major",114.1174,-0.264192645698434,180,"predation","spp2"
"240","HMK028",1990,665.113,0.368727450460977,"temperature",2572,"Parus2 major",108.166,-0.264192645698434,180,"predation","spp2"
"241","HMK028",1991,670.997,0.450877724855573,"temperature",2573,"Parus2 major",115.9393,-0.264192645698434,180,"predation","spp2"
"242","HMK028",1992,655.23,0.230744588149316,"temperature",2574,"Parus2 major",116.9393,-0.264192645698434,180,"predation","spp2"
"243","HMK028",1993,639.463,0.010611451443058,"temperature",2575,"Parus2 major",112.5385,-0.264192645698434,180,"predation","spp2"
"246","HMK028",1994,693.573,0.766075650540895,"temperature",2576,"Parus2 major",118.6113,-0.264192645698434,180,"predation","spp2"
"248","HMK028",1995,592.176,-0.649592495752273,"temperature",2577,"Parus2 major",109.9879,-0.264192645698434,180,"predation","spp2"
"250","HMK028",1996,769.32,1.82362779781615,"temperature",2578,"Parus2 major",121.4332,-0.264192645698434,180,"predation","spp2"
"251","HMK028",1997,654.144,0.215582249945283,"temperature",2579,"Parus2 major",104.5223,-0.264192645698434,180,"predation","spp2"
"254","HMK028",1998,705.305,0.9298735803841,"temperature",2580,"Parus2 major",116.9109,-0.264192645698434,180,"predation","spp2"
"255","HMK028",1999,652.133,0.187505397156783,"temperature",2581,"Parus2 major",114.1174,-0.264192645698434,180,"predation","spp2"
"257","HMK028",2000,591.09,-0.664754833956307,"temperature",2582,"Parus2 major",117.5466,-0.264192645698434,180,"predation","spp2"
"260","HMK028",2001,768.234,1.80846545961211,"temperature",2583,"Parus2 major",122.9838,-0.264192645698434,180,"predation","spp2"
"262","HMK028",2002,779.039,1.95932095159607,"temperature",2584,"Parus2 major",104.8866,-0.264192645698434,180,"predation","spp2"
"263","HMK028",2003,708.156,0.969678208579035,"temperature",2585,"Parus2 major",115.0891,-0.264192645698434,180,"predation","spp2"
"265","HMK028",2004,697.306,0.818194442912588,"temperature",2586,"Parus2 major",111.2308,-0.264192645698434,180,"predation","spp2"
"267","HMK028",2005,629.373,-0.130261469808044,"temperature",2587,"Parus2 major",113.996,-0.264192645698434,180,"predation","spp2"
"270","HMK028",2006,816.36,2.48038322057649,"temperature",2588,"Parus2 major",117.0324,-0.264192645698434,180,"predation","spp2"
"313","HMK029",1978,8.22032,0.77849369550062,"temperature",2591,"Daphnia pulicaria",118.432,0.784506666666665,181,"herbivory","spp2"
"316","HMK029",1980,7.05668,-0.793853824434711,"temperature",2593,"Daphnia pulicaria",182.636,0.784506666666665,181,"herbivory","spp2"
"318","HMK029",1981,9.2984,2.23522981173235,"temperature",2594,"Daphnia pulicaria",148.253,0.784506666666665,181,"herbivory","spp2"
"321","HMK029",1982,7.89305,0.336276022638536,"temperature",2595,"Daphnia pulicaria",159.965,0.784506666666665,181,"herbivory","spp2"
"326","HMK029",1983,8.48663,1.13834027007178,"temperature",2596,"Daphnia pulicaria",139.886,0.784506666666665,181,"herbivory","spp2"
"332","HMK029",1985,7.32299,-0.434007249863557,"temperature",2598,"Daphnia pulicaria",137.876,0.784506666666665,181,"herbivory","spp2"
"335","HMK029",1987,8.27594,0.853649215299532,"temperature",2600,"Daphnia pulicaria",140.628,0.784506666666665,181,"herbivory","spp2"
"340","HMK029",1989,7.10909,-0.723035759122578,"temperature",2602,"Daphnia pulicaria",159.272,0.784506666666665,181,"herbivory","spp2"
"341","HMK029",1990,7.58503,-0.079930435622164,"temperature",2603,"Daphnia pulicaria",152.973,0.784506666666665,181,"herbivory","spp2"
"347","HMK029",1991,7.2385,-0.548172835404906,"temperature",2604,"Daphnia pulicaria",156.726,0.784506666666665,181,"herbivory","spp2"
"350","HMK029",1992,9.48128,2.48234310660514,"temperature",2605,"Daphnia pulicaria",154.129,0.784506666666665,181,"herbivory","spp2"
"355","HMK029",1993,7.36898,-0.371864093524977,"temperature",2606,"Daphnia pulicaria",134.062,0.784506666666665,181,"herbivory","spp2"
"359","HMK029",1994,7.84599,0.272687048137697,"temperature",2607,"Daphnia pulicaria",173.309,0.784506666666665,181,"herbivory","spp2"
"361","HMK029",1995,7.85348,0.282807775273509,"temperature",2608,"Daphnia pulicaria",146.349,0.784506666666665,181,"herbivory","spp2"
"365","HMK029",1997,7.39251,-0.340069606274557,"temperature",2610,"Daphnia pulicaria",169.761,0.784506666666665,181,"herbivory","spp2"
"368","HMK029",1998,8.92727,1.73374710653692,"temperature",2611,"Daphnia pulicaria",126.909,0.784506666666665,181,"herbivory","spp2"
"371","HMK029",1999,7.64064,-0.00478842814252696,"temperature",2612,"Daphnia pulicaria",194.769,0.784506666666665,181,"herbivory","spp2"
"374","HMK029",2000,8.11551,0.636871077195629,"temperature",2613,"Daphnia pulicaria",165.16,0.784506666666665,181,"herbivory","spp2"
"376","HMK029",2001,8.12513,0.649869928336684,"temperature",2614,"Daphnia pulicaria",151.432,0.784506666666665,181,"herbivory","spp2"
"272","HMK029",1962,7.30481,-0.458572646302683,"temperature",731,"Diatom1 spp.",108.685,-0.812490257515624,182,"herbivory","spp1"
"273","HMK029",1962,7.30481,-0.458572646302683,"temperature",691,"Diatom1 spp.",108.685,-0.812490257515624,181,"herbivory","spp1"
"275","HMK029",1963,7.6631,0.0255602409456336,"temperature",732,"Diatom1 spp.",134.464,-0.812490257515624,182,"herbivory","spp1"
"276","HMK029",1963,7.6631,0.0255602409456336,"temperature",692,"Diatom1 spp.",134.464,-0.812490257515624,181,"herbivory","spp1"
"277","HMK029",1964,6.96364,-0.919572442954858,"temperature",733,"Diatom1 spp.",126.425,-0.812490257515624,182,"herbivory","spp1"
"278","HMK029",1964,6.96364,-0.919572442954858,"temperature",693,"Diatom1 spp.",126.425,-0.812490257515624,181,"herbivory","spp1"
"280","HMK029",1965,7.55829,-0.116062377359359,"temperature",734,"Diatom1 spp.",146.006,-0.812490257515624,182,"herbivory","spp1"
"282","HMK029",1965,7.55829,-0.116062377359359,"temperature",694,"Diatom1 spp.",146.006,-0.812490257515624,181,"herbivory","spp1"
"284","HMK029",1966,7.09305,-0.744709519237187,"temperature",695,"Diatom1 spp.",130.833,-0.812490257515624,181,"herbivory","spp1"
"285","HMK029",1966,7.09305,-0.744709519237187,"temperature",735,"Diatom1 spp.",130.833,-0.812490257515624,182,"herbivory","spp1"
"286","HMK029",1968,8.04492,0.541487615444368,"temperature",697,"Diatom1 spp.",135.7,-0.812490257515624,181,"herbivory","spp1"
"288","HMK029",1968,8.04492,0.541487615444368,"temperature",737,"Diatom1 spp.",135.7,-0.812490257515624,182,"herbivory","spp1"
"289","HMK029",1969,6.28663,-1.83436997008646,"temperature",698,"Diatom1 spp.",127.201,-0.812490257515624,181,"herbivory","spp1"
"291","HMK029",1969,6.28663,-1.83436997008646,"temperature",738,"Diatom1 spp.",127.201,-0.812490257515624,182,"herbivory","spp1"
"292","HMK029",1970,7.82353,0.242338379049536,"temperature",699,"Diatom1 spp.",132.964,-0.812490257515624,181,"herbivory","spp1"
"293","HMK029",1970,7.82353,0.242338379049536,"temperature",739,"Diatom1 spp.",132.964,-0.812490257515624,182,"herbivory","spp1"
"295","HMK029",1971,6.77005,-1.18115743176951,"temperature",700,"Diatom1 spp.",132.561,-0.812490257515624,181,"herbivory","spp1"
"297","HMK029",1971,6.77005,-1.18115743176951,"temperature",740,"Diatom1 spp.",132.561,-0.812490257515624,182,"herbivory","spp1"
"298","HMK029",1973,7.4877,-0.211445839110618,"temperature",742,"Diatom1 spp.",106.96,-0.812490257515624,182,"herbivory","spp1"
"299","HMK029",1973,7.4877,-0.211445839110618,"temperature",702,"Diatom1 spp.",106.96,-0.812490257515624,181,"herbivory","spp1"
"301","HMK029",1974,6.43422,-1.63494164992966,"temperature",703,"Diatom1 spp.",115.588,-0.812490257515624,181,"herbivory","spp1"
"303","HMK029",1974,6.43422,-1.63494164992966,"temperature",743,"Diatom1 spp.",115.588,-0.812490257515624,182,"herbivory","spp1"
"304","HMK029",1975,7.14652,-0.672459148082068,"temperature",744,"Diatom1 spp.",119.93,-0.812490257515624,182,"herbivory","spp1"
"305","HMK029",1975,7.14652,-0.672459148082068,"temperature",704,"Diatom1 spp.",119.93,-0.812490257515624,181,"herbivory","spp1"
"308","HMK029",1976,6.8,-1.14068803554554,"temperature",745,"Diatom1 spp.",99.0428,-0.812490257515624,182,"herbivory","spp1"
"309","HMK029",1976,6.8,-1.14068803554554,"temperature",705,"Diatom1 spp.",99.0428,-0.812490257515624,181,"herbivory","spp1"
"310","HMK029",1978,8.22032,0.77849369550062,"temperature",707,"Diatom1 spp.",102.489,-0.812490257515624,181,"herbivory","spp1"
"312","HMK029",1978,8.22032,0.77849369550062,"temperature",747,"Diatom1 spp.",102.489,-0.812490257515624,182,"herbivory","spp1"
"314","HMK029",1980,7.05668,-0.793853824434711,"temperature",749,"Diatom1 spp.",119.278,-0.812490257515624,182,"herbivory","spp1"
"315","HMK029",1980,7.05668,-0.793853824434711,"temperature",709,"Diatom1 spp.",119.278,-0.812490257515624,181,"herbivory","spp1"
"317","HMK029",1981,9.2984,2.23522981173235,"temperature",710,"Diatom1 spp.",141.723,-0.812490257515624,181,"herbivory","spp1"
"320","HMK029",1981,9.2984,2.23522981173235,"temperature",750,"Diatom1 spp.",141.723,-0.812490257515624,182,"herbivory","spp1"
"323","HMK029",1982,7.89305,0.336276022638536,"temperature",751,"Diatom1 spp.",131.296,-0.812490257515624,182,"herbivory","spp1"
"324","HMK029",1982,7.89305,0.336276022638536,"temperature",711,"Diatom1 spp.",131.296,-0.812490257515624,181,"herbivory","spp1"
"325","HMK029",1983,8.48663,1.13834027007178,"temperature",712,"Diatom1 spp.",117.083,-0.812490257515624,181,"herbivory","spp1"
"327","HMK029",1983,8.48663,1.13834027007178,"temperature",752,"Diatom1 spp.",117.083,-0.812490257515624,182,"herbivory","spp1"
"329","HMK029",1985,7.32299,-0.434007249863557,"temperature",754,"Diatom1 spp.",102.426,-0.812490257515624,182,"herbivory","spp1"
"330","HMK029",1985,7.32299,-0.434007249863557,"temperature",714,"Diatom1 spp.",102.426,-0.812490257515624,181,"herbivory","spp1"
"333","HMK029",1987,8.27594,0.853649215299532,"temperature",756,"Diatom1 spp.",111.595,-0.812490257515624,182,"herbivory","spp1"
"334","HMK029",1987,8.27594,0.853649215299532,"temperature",716,"Diatom1 spp.",111.595,-0.812490257515624,181,"herbivory","spp1"
"337","HMK029",1989,7.10909,-0.723035759122578,"temperature",718,"Diatom1 spp.",124.566,-0.812490257515624,181,"herbivory","spp1"
"339","HMK029",1989,7.10909,-0.723035759122578,"temperature",758,"Diatom1 spp.",124.566,-0.812490257515624,182,"herbivory","spp1"
"343","HMK029",1990,7.58503,-0.079930435622164,"temperature",759,"Diatom1 spp.",108.44,-0.812490257515624,182,"herbivory","spp1"
"344","HMK029",1990,7.58503,-0.079930435622164,"temperature",719,"Diatom1 spp.",108.44,-0.812490257515624,181,"herbivory","spp1"
"345","HMK029",1991,7.2385,-0.548172835404906,"temperature",720,"Diatom1 spp.",114.219,-0.812490257515624,181,"herbivory","spp1"
"346","HMK029",1991,7.2385,-0.548172835404906,"temperature",760,"Diatom1 spp.",114.219,-0.812490257515624,182,"herbivory","spp1"
"351","HMK029",1992,9.48128,2.48234310660514,"temperature",761,"Diatom1 spp.",91.4108,-0.812490257515624,182,"herbivory","spp1"
"352","HMK029",1992,9.48128,2.48234310660514,"temperature",721,"Diatom1 spp.",91.4108,-0.812490257515624,181,"herbivory","spp1"
"353","HMK029",1993,7.36898,-0.371864093524977,"temperature",762,"Diatom1 spp.",95.2851,-0.812490257515624,182,"herbivory","spp1"
"354","HMK029",1993,7.36898,-0.371864093524977,"temperature",722,"Diatom1 spp.",95.2851,-0.812490257515624,181,"herbivory","spp1"
"358","HMK029",1994,7.84599,0.272687048137697,"temperature",763,"Diatom1 spp.",112.493,-0.812490257515624,182,"herbivory","spp1"
"360","HMK029",1994,7.84599,0.272687048137697,"temperature",723,"Diatom1 spp.",112.493,-0.812490257515624,181,"herbivory","spp1"
"362","HMK029",1995,7.85348,0.282807775273509,"temperature",724,"Diatom1 spp.",109.684,-0.812490257515624,181,"herbivory","spp1"
"363","HMK029",1995,7.85348,0.282807775273509,"temperature",764,"Diatom1 spp.",109.684,-0.812490257515624,182,"herbivory","spp1"
"366","HMK029",1998,8.92727,1.73374710653692,"temperature",766,"Diatom1 spp.",87.0052,-0.812490257515624,182,"herbivory","spp1"
"367","HMK029",1998,8.92727,1.73374710653692,"temperature",726,"Diatom1 spp.",87.0052,-0.812490257515624,181,"herbivory","spp1"
"369","HMK029",1999,7.64064,-0.00478842814252696,"temperature",727,"Diatom1 spp.",112.776,-0.812490257515624,181,"herbivory","spp1"
"370","HMK029",1999,7.64064,-0.00478842814252696,"temperature",767,"Diatom1 spp.",112.776,-0.812490257515624,182,"herbivory","spp1"
"372","HMK029",2000,8.11551,0.636871077195629,"temperature",768,"Diatom1 spp.",95.2219,-0.812490257515624,182,"herbivory","spp1"
"373","HMK029",2000,8.11551,0.636871077195629,"temperature",728,"Diatom1 spp.",95.2219,-0.812490257515624,181,"herbivory","spp1"
"375","HMK029",2001,8.12513,0.649869928336684,"temperature",769,"Diatom1 spp.",100.049,-0.812490257515624,182,"herbivory","spp1"
"377","HMK029",2001,8.12513,0.649869928336684,"temperature",729,"Diatom1 spp.",100.049,-0.812490257515624,181,"herbivory","spp1"
"271","HMK029",1962,7.30481,-0.458572646302683,"temperature",2616,"Keratella1 cochlearis",133.96,-0.647037848882477,182,"herbivory","spp2"
"274","HMK029",1963,7.6631,0.0255602409456336,"temperature",2617,"Keratella1 cochlearis",148.332,-0.647037848882477,182,"herbivory","spp2"
"279","HMK029",1964,6.96364,-0.919572442954858,"temperature",2618,"Keratella1 cochlearis",155.744,-0.647037848882477,182,"herbivory","spp2"
"281","HMK029",1965,7.55829,-0.116062377359359,"temperature",2619,"Keratella1 cochlearis",147.505,-0.647037848882477,182,"herbivory","spp2"
"283","HMK029",1966,7.09305,-0.744709519237187,"temperature",2620,"Keratella1 cochlearis",158.83,-0.647037848882477,182,"herbivory","spp2"
"287","HMK029",1968,8.04492,0.541487615444368,"temperature",2622,"Keratella1 cochlearis",122.35,-0.647037848882477,182,"herbivory","spp2"
"290","HMK029",1969,6.28663,-1.83436997008646,"temperature",2623,"Keratella1 cochlearis",141.937,-0.647037848882477,182,"herbivory","spp2"
"294","HMK029",1970,7.82353,0.242338379049536,"temperature",2624,"Keratella1 cochlearis",165.441,-0.647037848882477,182,"herbivory","spp2"
"296","HMK029",1971,6.77005,-1.18115743176951,"temperature",2625,"Keratella1 cochlearis",130.245,-0.647037848882477,182,"herbivory","spp2"
"300","HMK029",1973,7.4877,-0.211445839110618,"temperature",2627,"Keratella1 cochlearis",108.551,-0.647037848882477,182,"herbivory","spp2"
"302","HMK029",1974,6.43422,-1.63494164992966,"temperature",2628,"Keratella1 cochlearis",129.441,-0.647037848882477,182,"herbivory","spp2"
"306","HMK029",1975,7.14652,-0.672459148082068,"temperature",2629,"Keratella1 cochlearis",140.764,-0.647037848882477,182,"herbivory","spp2"
"307","HMK029",1976,6.8,-1.14068803554554,"temperature",2630,"Keratella1 cochlearis",141.22,-0.647037848882477,182,"herbivory","spp2"
"311","HMK029",1978,8.22032,0.77849369550062,"temperature",2632,"Keratella1 cochlearis",100.83,-0.647037848882477,182,"herbivory","spp2"
"319","HMK029",1981,9.2984,2.23522981173235,"temperature",2634,"Keratella1 cochlearis",139.589,-0.647037848882477,182,"herbivory","spp2"
"322","HMK029",1982,7.89305,0.336276022638536,"temperature",2635,"Keratella1 cochlearis",145.265,-0.647037848882477,182,"herbivory","spp2"
"328","HMK029",1983,8.48663,1.13834027007178,"temperature",2636,"Keratella1 cochlearis",129.634,-0.647037848882477,182,"herbivory","spp2"
"331","HMK029",1985,7.32299,-0.434007249863557,"temperature",2638,"Keratella1 cochlearis",128.372,-0.647037848882477,182,"herbivory","spp2"
"336","HMK029",1987,8.27594,0.853649215299532,"temperature",2640,"Keratella1 cochlearis",110.153,-0.647037848882477,182,"herbivory","spp2"
"338","HMK029",1989,7.10909,-0.723035759122578,"temperature",2642,"Keratella1 cochlearis",145.855,-0.647037848882477,182,"herbivory","spp2"
"342","HMK029",1990,7.58503,-0.079930435622164,"temperature",2643,"Keratella1 cochlearis",135.004,-0.647037848882477,182,"herbivory","spp2"
"348","HMK029",1991,7.2385,-0.548172835404906,"temperature",2644,"Keratella1 cochlearis",140.242,-0.647037848882477,182,"herbivory","spp2"
"349","HMK029",1992,9.48128,2.48234310660514,"temperature",2645,"Keratella1 cochlearis",96.3505,-0.647037848882477,182,"herbivory","spp2"
"356","HMK029",1993,7.36898,-0.371864093524977,"temperature",2646,"Keratella1 cochlearis",122.021,-0.647037848882477,182,"herbivory","spp2"
"357","HMK029",1994,7.84599,0.272687048137697,"temperature",2647,"Keratella1 cochlearis",129.433,-0.647037848882477,182,"herbivory","spp2"
"364","HMK029",1995,7.85348,0.282807775273509,"temperature",2648,"Keratella1 cochlearis",128.155,-0.647037848882477,182,"herbivory","spp2"
"462","HMK034",1973,5.5,0.0281432495547439,"temperature",2816,"Cyclops vicinus",120,-0.482662499999999,191,"herbivory","spp2"
"464","HMK034",1974,6.220237,1.25618015062935,"temperature",2817,"Cyclops vicinus",127.7585,-0.482662499999999,191,"herbivory","spp2"
"465","HMK034",1975,5.885416,0.685295090219094,"temperature",2818,"Cyclops vicinus",141.724,-0.482662499999999,191,"herbivory","spp2"
"468","HMK034",1977,5.91667,0.738584584241458,"temperature",2819,"Cyclops vicinus",131.379,-0.482662499999999,191,"herbivory","spp2"
"471","HMK034",1978,5.375,-0.184987445805707,"temperature",2820,"Cyclops vicinus",144.828,-0.482662499999999,191,"herbivory","spp2"
"473","HMK034",1980,5.45833,-0.0429059990506159,"temperature",2821,"Cyclops vicinus",136.552,-0.482662499999999,191,"herbivory","spp2"
"474","HMK034",1981,5.625,0.241273944915195,"temperature",2822,"Cyclops vicinus",127.241,-0.482662499999999,191,"herbivory","spp2"
"477","HMK034",1983,5.16667,-0.54019958792125,"temperature",2823,"Cyclops vicinus",133.448,-0.482662499999999,191,"herbivory","spp2"
"479","HMK034",1984,4.625,-1.46377161796842,"temperature",2824,"Cyclops vicinus",176.897,-0.482662499999999,191,"herbivory","spp2"
"482","HMK034",1986,4.541665,-1.60586158995132,"temperature",2825,"Cyclops vicinus",137.586,-0.482662499999999,191,"herbivory","spp2"
"484","HMK034",1988,5.9375,0.774100683316323,"temperature",2826,"Cyclops vicinus",125.172,-0.482662499999999,191,"herbivory","spp2"
"486","HMK034",1992,5.354165,-0.220512070108387,"temperature",2828,"Cyclops vicinus",131.379,-0.482662499999999,191,"herbivory","spp2"
"489","HMK034",1993,5.875,0.667535335636098,"temperature",2829,"Cyclops vicinus",117.931,-0.482662499999999,191,"herbivory","spp2"
"491","HMK034",1994,5.875,0.667535335636098,"temperature",2830,"Cyclops vicinus",129.31,-0.482662499999999,191,"herbivory","spp2"
"461","HMK034",1972,5.0833,-0.682349236498856,"temperature",962,"Phytoplankton2 spp.",82.2414,-0.451139031489715,191,"herbivory","spp1"
"463","HMK034",1974,6.220237,1.25618015062935,"temperature",963,"Phytoplankton2 spp.",117.931,-0.451139031489715,191,"herbivory","spp1"
"466","HMK034",1975,5.885416,0.685295090219094,"temperature",964,"Phytoplankton2 spp.",100.345,-0.451139031489715,191,"herbivory","spp1"
"467","HMK034",1976,5.760418,0.472167804949767,"temperature",965,"Phytoplankton2 spp.",96.2069,-0.451139031489715,191,"herbivory","spp1"
"469","HMK034",1977,5.91667,0.738584584241458,"temperature",966,"Phytoplankton2 spp.",106.5515,-0.451139031489715,191,"herbivory","spp1"
"470","HMK034",1978,5.375,-0.184987445805707,"temperature",967,"Phytoplankton2 spp.",114.828,-0.451139031489715,191,"herbivory","spp1"
"472","HMK034",1980,5.45833,-0.0429059990506159,"temperature",968,"Phytoplankton2 spp.",108.621,-0.451139031489715,191,"herbivory","spp1"
"475","HMK034",1981,5.625,0.241273944915195,"temperature",969,"Phytoplankton2 spp.",95.1724,-0.451139031489715,191,"herbivory","spp1"
"476","HMK034",1982,5.20833,-0.469167389771518,"temperature",970,"Phytoplankton2 spp.",118.966,-0.451139031489715,191,"herbivory","spp1"
"478","HMK034",1983,5.16667,-0.54019958792125,"temperature",971,"Phytoplankton2 spp.",102.414,-0.451139031489715,191,"herbivory","spp1"
"480","HMK034",1984,4.625,-1.46377161796842,"temperature",972,"Phytoplankton2 spp.",121.034,-0.451139031489715,191,"herbivory","spp1"
"481","HMK034",1986,4.541665,-1.60586158995132,"temperature",973,"Phytoplankton2 spp.",116.897,-0.451139031489715,191,"herbivory","spp1"
"483","HMK034",1988,5.9375,0.774100683316323,"temperature",974,"Phytoplankton2 spp.",93.1034,-0.451139031489715,191,"herbivory","spp1"
"485","HMK034",1990,6,0.880666030996549,"temperature",975,"Phytoplankton2 spp.",96.2069,-0.451139031489715,191,"herbivory","spp1"
"487","HMK034",1992,5.354165,-0.220512070108387,"temperature",977,"Phytoplankton2 spp.",101.379,-0.451139031489715,191,"herbivory","spp1"
"488","HMK034",1993,5.875,0.667535335636098,"temperature",978,"Phytoplankton2 spp.",88.9655,-0.451139031489715,191,"herbivory","spp1"
"490","HMK034",1994,5.875,0.667535335636098,"temperature",979,"Phytoplankton2 spp.",87.931,-0.451139031489715,191,"herbivory","spp1"
"492","HMK035",1951,155,-0.347915132637223,"temperature",980,"Acartia hudsonica",225.074,-0.635875616201656,192,"predation","spp1"
"494","HMK035",1958,169,1.25145592485927,"temperature",981,"Acartia hudsonica",200.3,-0.635875616201656,192,"predation","spp1"
"496","HMK035",1973,164,0.68025197575338,"temperature",982,"Acartia hudsonica",210.966,-0.635875616201656,192,"predation","spp1"
"498","HMK035",1976,159,0.10904802664749,"temperature",983,"Acartia hudsonica",192.231,-0.635875616201656,192,"predation","spp1"
"499","HMK035",1982,166,0.908733555395737,"temperature",984,"Acartia hudsonica",200.57,-0.635875616201656,192,"predation","spp1"
"500","HMK035",1983,166,0.908733555395737,"temperature",985,"Acartia hudsonica",192.061,-0.635875616201656,192,"predation","spp1"
"502","HMK035",2000,157,-0.119433552994867,"temperature",986,"Acartia hudsonica",185.721,-0.635875616201656,192,"predation","spp1"
"504","HMK035",2001,152,-0.690637502100757,"temperature",987,"Acartia hudsonica",184.835,-0.635875616201656,192,"predation","spp1"
"505","HMK035",2002,152.5,-0.633517107190168,"temperature",988,"Acartia hudsonica",169.546,-0.635875616201656,192,"predation","spp1"
"507","HMK035",2003,160,0.223288816468668,"temperature",989,"Acartia hudsonica",196.668,-0.635875616201656,192,"predation","spp1"
"509","HMK035",2004,138,-2.29000855959725,"temperature",990,"Acartia hudsonica",183.075,-0.635875616201656,192,"predation","spp1"
"493","HMK035",1951,155,-0.347915132637223,"temperature",2831,"Mnemiopsis2 leidyi",217.44,-1.19383720396549,192,"predation","spp2"
"495","HMK035",1973,164,0.68025197575338,"temperature",2832,"Mnemiopsis2 leidyi",194.85,-1.19383720396549,192,"predation","spp2"
"497","HMK035",1976,159,0.10904802664749,"temperature",2833,"Mnemiopsis2 leidyi",207.656,-1.19383720396549,192,"predation","spp2"
"501","HMK035",2000,157,-0.119433552994867,"temperature",2834,"Mnemiopsis2 leidyi",175.688,-1.19383720396549,192,"predation","spp2"
"503","HMK035",2001,152,-0.690637502100757,"temperature",2835,"Mnemiopsis2 leidyi",171.263,-1.19383720396549,192,"predation","spp2"
"506","HMK035",2002,152.5,-0.633517107190168,"temperature",2836,"Mnemiopsis2 leidyi",138.1635,-1.19383720396549,192,"predation","spp2"
"508","HMK035",2003,160,0.223288816468668,"temperature",2837,"Mnemiopsis2 leidyi",164.859,-1.19383720396549,192,"predation","spp2"
"510","HMK035",2004,138,-2.29000855959725,"temperature",2838,"Mnemiopsis2 leidyi",158.628,-1.19383720396549,192,"predation","spp2"
"512","HMK036",1975,5.67674,1.17970393913977,"temperature",2839,"Copepod1 spp.",125.5891,-0.769567230255838,193,"herbivory","spp2"
"513","HMK036",1976,3.80967,-0.292848849072534,"temperature",2840,"Copepod1 spp.",118.188,-0.769567230255838,193,"herbivory","spp2"
"516","HMK036",1977,4.02719,-0.121291444962382,"temperature",2841,"Copepod1 spp.",132.5079,-0.769567230255838,193,"herbivory","spp2"
"518","HMK036",1978,4.13595,-0.0355127429073059,"temperature",2842,"Copepod1 spp.",111.8684,-0.769567230255838,193,"herbivory","spp2"
"520","HMK036",1979,1.54381,-2.07992617381062,"temperature",2843,"Copepod1 spp.",139.9566,-0.769567230255838,193,"herbivory","spp2"
"522","HMK036",1980,3.9003,-0.221369226350471,"temperature",2844,"Copepod1 spp.",104.4869,-0.769567230255838,193,"herbivory","spp2"
"524","HMK036",1981,3.59214,-0.464414140154188,"temperature",2845,"Copepod1 spp.",132.58,-0.769567230255838,193,"herbivory","spp2"
"526","HMK036",1982,2.81269,-1.07916413387273,"temperature",2846,"Copepod1 spp.",97.6353,-0.769567230255838,193,"herbivory","spp2"
